"SIVIMID","NMDS1","NMDS2","EUNIS","Class","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","Twinspan1","Twinspan2"
"Q-P08769",-0.00129271490861183,0.00364489311349348,"V35",8,208769,91,10160,"30TUN74","",6663,1030,"Cervera de Pisuerga","ES","ATL_COAST","N_DUNES",40,"",NA,1,"2873a","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.575170475,42.88691619,"3 - UTM10x10 + Elevation",1030,"Trampled (V35)","Trampled (V35)"
"Q-P08770",-0.00131614650298681,0.00385468175415558,"V35",8,208770,81,9760,"30TUN55","",6664,1240,"Camporredondo de Alba","ES","ATL_COAST","N_DUNES",80,"",NA,8,"2873a","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.761486489,42.8932054,"3 - UTM10x10 + Elevation",1240,"Trampled (V35)","Trampled (V35)"
"Q-P08771",-0.00105080542278686,0.00358249094894726,"V35",8,208771,77,9288,"30TUN65","",6665,1300,"Triollo","ES","ATL_COAST","N_DUNES",60,"",NA,4,"2873a","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.609727536,42.8972414,"3 - UTM10x10 + Elevation",1300,"Trampled (V35)","Trampled (V35)"
"Q-P08772",-0.00135731099614944,0.00384758417957083,"V35",8,208772,92,10201,"30TUN74","",6666,1040,"Cantoral de la Peña","ES","ATL_COAST","N_DUNES",30,"",NA,10,"2873a","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.550506646,42.88004893,"3 - UTM10x10 + Elevation",1040,"Trampled (V35)","Trampled (V35)"
"Q-P08773",-0.00200084561705209,0.00348309884504936,"V35",8,208773,81,12248,"30TUN54","",6667,1330,"Valcovero","ES","ATL_COAST","N_DUNES",40,"",NA,2,"2873a","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.805345737,42.88531803,"3 - UTM10x10 + Elevation",1330,"Trampled (V35)","Trampled (V35)"
"Q-P08774",-0.00212205433518687,0.00388742057600214,"V35",8,208774,92,10302,"30TUN74","",6642,990,"Cervera de Pisuerga","ES","ATL_COAST","N_DUNES",60,"",NA,5,"2873b","Polygono-Matricarietum matricarioidis","García González, M.E.","1990","Flora y vegetación de la sierra del Brezo y de la comarca de la Peña (Palencia)","Tesis Doct."," V35   ","No forest",-4.518195682,42.86067093,"3 - UTM10x10 + Elevation",990,"Trampled (V35)","Trampled (V35)"
"Q-P09152",0.00335975578190337,1.25271470940014e-05,"V39",11,209152,98,12204,"29TNG75","29TNG7055",6900,1030,"Melgaco, Castro Laboreiro, Coriscadas","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V39   ","No forest",-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09153",0.0037859220524702,-0.00173007334648111,"V",11,209153,114,12455,"29TNG73","29TNG7232",6901,1120,"Melgaço, Seara","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V     ","No forest",-8.125972742,41.84117573,"2 - UTM1x1 + Centroid",1120,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09154",0.00333117060940915,-0.0025135549177596,"V38",10,209154,94,12836,"29TNG75","29TNG7154",6902,1050,"Melgaço, Teso","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V38   ","No forest",-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09155",0.00594971803892656,-0.00181157355746133,"V38",10,209155,102,14368,"29TNG75","29TNG7051",6903,990,"Melgaço, Curveira","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V38   ","No forest",-8.062724337,42.07805993,"3 - UTM10x10 + Elevation",990,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09156",0.00454158367430941,0.00114182026923876,"V39",11,209156,110,11074,"29TNG94","29TNG9140",6904,850,"Montalegre, Tourém","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V39   ","No forest",-7.906153316,41.9282218,"3 - UTM10x10 + Elevation",850,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09157",0.00481802539360519,0.000664871578518092,"V39",11,209157,103,11097,"29TNG92","29TNG9329",6905,980,"Montalegre, SezelheStª Luzia,","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V39   ","No forest",-7.890158938,41.81366373,"3 - UTM10x10 + Elevation",980,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09159",0.00377915608923328,-0.00194824655987604,"V39",11,209159,129,11633,"29TNF74","29TNF7945",6907,550,"Cinfaes, Ferreiros de Tendais","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V39   ","No forest",-8.109776323,41.06042424,"3 - UTM10x10 + Elevation",550,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09160",0.00368935040123003,-0.000297552462067441,"V38",10,209160,103,12019,"29TNG75","29TNG7053",6908,1000,"Melgaço, between Cainheiras and Casteo Laboreiro","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6323","Geranio lusitanici-Scrophularietum herminii","Honrado, J.; Alves, P.; Lomba, A.; Rocha, I.; Torres, J.; Ortiz, S. & Barreto Caldas, F.","2004","A new association of perennial nitrophilous vegetation from North-Western Iberian Peninsula.","Acta Botanica Gallica vol. 151(4):"," V38   ","No forest",-8.043883733,42.08429349,"3 - UTM10x10 + Elevation",1000,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09505",0.00468198424574258,-0.00209947178887989,"V38",10,209505,149,13973,"29TNG12","29TNG1123",6382,30,"VIANA DO CASTELO: Afife","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421a","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.843430513,41.81580832,"3 - UTM10x10 + Elevation",30,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09506",0.00315412004157337,-0.00135276301776945,"V38",10,209506,142,13453,"29TNG50","29TNG5102",6353,190,"BRAGA: Gualtar","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421a","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.290880571,41.59419853,"3 - UTM10x10 + Elevation",190,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09507",0.00238196296363206,0.00195738396510052,"V38",10,209507,142,13067,"29TNG61","29TNG6814",6383,170,"TERRAS DO BOURO: Vilar da Veiga","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421a","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.19947904,41.65059694,"3 - UTM10x10 + Elevation",170,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09508",0.00291299253357928,-0.00070888645850828,"V38",10,209508,152,13779,"29TNG22","29TNG2520",6384,10,"PONTE DE LIMA: Between Vila Mou and Lanheses","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421a","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.642217634,41.77188901,"3 - UTM10x10 + Elevation",10,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09509",0.0020694880270238,-0.00202589738174135,"V38",10,209509,147,14014,"29TNG12","29TNG1122",6385,10,"VIANA DO CASTELO: Afife","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421a","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.86443276,41.78232801,"3 - UTM10x10 + Elevation",10,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09510",0.0039192827668596,-0.00228040357938414,"V38",10,209510,144,11513,"29TNF35","29TNF3056",6386,70,"PORTO: Campo Alegre","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421b","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.559760071,41.14936218,"3 - UTM10x10 + Elevation",70,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09511",0.00323319338921717,-0.00270990019004846,"V38",10,209511,141,11529,"29TNF35","29TNF3156",6387,80,"PORTO: Bom Sucesso","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421b","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.625035142,41.1605866,"3 - UTM10x10 + Elevation",80,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09512",0.00309605551911082,0.00186369610865406,"V38",10,209512,148,11951,"29TNF36","29TNF3366",6388,70,"MAIA: Devesa","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421b","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.637550131,41.22298792,"3 - UTM10x10 + Elevation",70,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09513",0.00318447860462576,-0.00113729977861518,"V38",10,209513,150,16050,"29TNG35","29TNG3056",6389,70,"PORTO: Campo Alegre","PT","ATL_COAST","N_DUNES",NA,"",NA,NA,"6421b","Echio rosulati-Picridetum echioisia","Honrado, J.; Alves, P.; Nepomuceno, H. & Barreto Caldas, F.","2002","XXXIII: Ten new syntaxa from the Miniensean biogeographic subsector (northwestern Portugal). In. Notas do Herbário da Estação Florestal Nacional (LISFA): Fasc. XVI","Silva Lusitana 10(2):"," V38   ","No forest",-8.631537195,42.06048304,"2 - UTM1x1 + Centroid",70,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09810",0.000824924118246698,0.00384209244256204,"V",5,209810,109,10514,"29TPG83","29TPG8535",6943,580,"Bragança: Meixedo, Oleirinhos, junto ao rio Sabor","PT","ATL_COAST","N_DUNES",70,"",NA,4,"2151","Bidenti tripartitae-Polygonetum lapathifolii","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V     ","No forest",-6.80007697,41.85646934,"4 - UTM10x10 + Centroid",580,"Trampled (V35)","Trampled (V35)"
"Q-P09917",0.00238145045458591,-0.0037056021680045,"V",1,209917,112,10229,"29TPG94","29TPG9745",7036,750,"Bragança: rio de Onor","PT","ATL_COAST","N_DUNES",30,"SE",90,4,"770","Cymbalarietum muralis","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V     ","No forest",-6.614058215,41.93663371,"1 - UTM1x1 + Elevation",750,"Mesic ruderals (V39)","Walls"
"Q-P09918",0.00110708442966953,-0.005132152515625,"?",1,209918,106,12479,"29TPG74","29TPG7142",7037,800,"Vinhais: Dine","PT","ATL_COAST","N_DUNES",70,"W",90,3,"770","Cymbalarietum muralis","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp.","      ?","No forest",-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800,"Walls","Walls"
"Q-P09919",0.0017727668441895,-0.00392020118716811,"?",1,209919,115,10726,"29TPG63","29TPG6335",7038,830,"Vinhais: Lagarelhos","PT","ATL_COAST","N_DUNES",90,"NW",90,2,"770","Cymbalarietum muralis","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp.","      ?","No forest",-7.068164578,41.83317711,"3 - UTM10x10 + Elevation",830,"Mesic ruderals (V39)","Walls"
"Q-P09920",0.00808560962293979,-0.00249783368500352,"V",1,209920,105,10346,"29TPG72","29TPG7426",7039,840,"Bragança: Carrazedo","PT","ATL_COAST","N_DUNES",60,"NW",90,2,"770","Cymbalarietum muralis","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V     ","No forest",-6.883145708,41.79997091,"3 - UTM10x10 + Elevation",840,"Mesic ruderals (V39)","Walls"
"Q-P09921",0.00557360489543556,-0.00399971586546965,"V",1,209921,109,10907,"29TPG73","29TPG7837",7040,850,"Bragança: Espinhosela","PT","ATL_COAST","N_DUNES",70,"S",90,1,"771","Parietarietum judaicae","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V     ","No forest",-6.860724682,41.86736218,"3 - UTM10x10 + Elevation",850,"Walls","Mesic ruderals (V39)"
"Q-P09947",-0.00175376090237632,0.0056279754458023,"V38",10,209947,101,10831,"29TPG84","29TPG8741",7063,990,"Bragança: França","PT","ATL_COAST","N_DUNES",100,"",NA,8,"7008","Comunidad de Carduus carpetanus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V38   ","No forest",-6.7732351,41.89548738,"3 - UTM10x10 + Elevation",990,"Weeds (V15)","Weeds (V15)"
"Q-P09948",-0.00100889694136122,0.0022447638406055,"V32",5,209948,109,9500,"29TPG93","29TPG9732",7064,870,"Bragança: Palácios","PT","ATL_COAST","N_DUNES",100,"S",9,10,"7008","Comunidad de Carduus carpetanus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V32   ","No forest",-6.611594935,41.85026448,"3 - UTM10x10 + Elevation",870,"Weeds (V15)","Weeds (V15)"
"Q-P09950",-0.000326252297641397,0.00641089367615322,"V38",10,209950,109,11335,"29TPG54","29TPG5245",7066,780,"Vinhais: Vilarinho","PT","ATL_COAST","N_DUNES",90,"",NA,12,"7008","Comunidad de Carduus carpetanus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V38   ","No forest",-7.079603721,41.89940303,"3 - UTM10x10 + Elevation",780,"Weeds (V15)","Weeds (V15)"
"Q-P09953",0.0059171681882215,-0.00208814515680747,"V38",10,209953,114,10860,"29TPG63","29TPG6934",7069,760,"Vinhais: Vila Verde, Monte de Cabrões","PT","ATL_COAST","N_DUNES",60,"SE",36,6,"2822","Carlino corymbosae-Carthametum lanati","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V38   ","No forest",-7.018834242,41.85292547,"3 - UTM10x10 + Elevation",760,"Xeric ruderals (V38)","Mesic ruderals (V39)"
"Q-P09955",0.00265727439180086,-0.00049519578749954,"V32",5,209955,116,10615,"29TPG73","29TPG7533",7071,600,"Bragança: Castrelos","PT","ATL_COAST","N_DUNES",100,"",NA,2,"7009","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V32   ","No forest",-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",600,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09956",0.00160213709810492,0.00181160944545371,"V33",6,209956,111,9930,"29TPG82","29TPG8023",7072,880,"Bragança: Rebordãos, estrada do Castelo","PT","ATL_COAST","N_DUNES",100,"",NA,8,"7009","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V33   ","No forest",-6.832596758,41.79987008,"3 - UTM10x10 + Elevation",880,"Mesic ruderals (V39)","Mesic ruderals (V39)"
"Q-P09957",0.00476690063339535,0.00112361466195377,"V32",5,209957,116,10282,"29TPG83","29TPG8637",7073,640,"Bragança: Rabal","PT","ATL_COAST","N_DUNES",100,"",NA,6,"7009","Comunidad de Carduus pycnocephalus y Carduus tenuiflorus","Gonçalves Aguiar, C.F.","2000","Flora e vegetação da Serra de Nogueira e do Parque Natural de Montesinho","Universidade Técnica de Lisboa. Inst. Superior de Agronomia. pp."," V32   ","No forest",-6.761711225,41.86344897,"3 - UTM10x10 + Elevation",640,"Mesic ruderals (V39)","Mesic ruderals (V39)"
