Accepted.SIVIM,Original.EuroMed,Accepted.EuroMed,Expert.Revision,Analysis.Names,Rank,Genus,Family,Order,Class,Group,Native
Alisma lanceolatum,Alisma lanceolatum,Alisma lanceolatum,Alisma lanceolatum,Alisma lanceolatum,sp.,Alisma,Alismataceae,Alismatales,Liliopsida,tracheophytes,Yes
Alisma platagoaquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,sp.,Alisma,Alismataceae,Alismatales,Liliopsida,tracheophytes,Yes
Alisma plantagoaquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,Alisma plantago-aquatica,sp.,Alisma,Alismataceae,Alismatales,Liliopsida,tracheophytes,Yes
Alkanna tinctoria,Alkanna tinctoria,Alkanna tinctoria,Alkanna tinctoria,Alkanna tinctoria,sp.,Alkanna,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,Alliaria petiolata,sp.,Alliaria,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Allium,Allium,Allium,Allium,Allium,gen.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium ampeloprasum,Allium ampeloprasum subsp. halleri,Allium ampeloprasum,Allium ampeloprasum,Allium ampeloprasum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,No
Allium carinatum,Allium carinatum,Allium carinatum,Allium,Allium,gen.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium ericetorum,Allium ericetorum,Allium ericetorum,Allium ericetorum,Allium ericetorum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium ochroleucum subsp. ericetorum,Allium ochroleucum var. ericetorum,Allium ericetorum,Allium ericetorum,Allium ericetorum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum,Allium guttatum subsp. sardoum,Allium guttatum,subsp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium lusitanicum,Allium montanum subsp. lusitanicum,Allium lusitanicum,Allium lusitanicum,Allium lusitanicum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium massaessylum,Allium massaessylum,Allium massaessylum,Allium massaessylum,Allium massaessylum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium oleraceum,Allium oleraceum var. latifolium,Allium oleraceum,Allium oleraceum,Allium oleraceum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium palentinum,Allium palentinum,Allium palentinum,Allium palentinum,Allium palentinum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium paniculatum,Allium paniculatum subsp. paniculatum,Allium paniculatum subsp. paniculatum,Allium paniculatum subsp. paniculatum,Allium paniculatum,subsp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium roseum,Allium roseum var. roseum,Allium roseum var. roseum,Allium roseum var. roseum,Allium roseum,var.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium moly,Allium moly var. ambiguum,Allium roseum var. roseum,Allium roseum var. roseum,Allium roseum,var.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium schoenoprasum,Allium schoenoprasum,Allium schoenoprasum,Allium schoenoprasum,Allium schoenoprasum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium duriminium,Allium schoenoprasum var. duriminium,Allium schoenoprasum subsp. schoenoprasum,Allium schoenoprasum subsp. schoenoprasum,Allium schoenoprasum,subsp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium scorzonerifolium,Allium scorzonerifolium,Allium scorzonerifolium,Allium scorzonerifolium,Allium scorzonerifolium,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium sphaerocephalon,Allium sphaerocephalon,Allium sphaerocephalon,Allium sphaerocephalon,Allium sphaerocephalon,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium sphaerocephalon subsp. sphaerocephalon,Allium sphaerocephalon subsp. sphaerocephalon,Allium sphaerocephalon subsp. sphaerocephalon,Allium sphaerocephalon subsp. sphaerocephalon,Allium sphaerocephalon,subsp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium effusum,Allium effusum,Allium stamineum,Allium stamineum,Allium stamineum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,No
Allium triquetrum,Allium triquetrum var. bulbiferum,Allium triquetrum,Allium triquetrum,Allium triquetrum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium ursinum,Allium ursinum,Allium ursinum,Allium ursinum,Allium ursinum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium ursinum subsp. ursinum,Allium ursinum,Allium ursinum,Allium ursinum,Allium ursinum,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium victorialis,Allium victorialis,Allium victorialis,Allium victorialis,Allium victorialis,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Allium vineale,Allium vineale,Allium vineale,Allium vineale,Allium vineale,sp.,Allium,Amaryllidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Alnus glutinosa,Alnus glutinosa,Alnus glutinosa,Alnus glutinosa,Alnus glutinosa,sp.,Alnus,Betulaceae,Fagales,Magnoliopsida,tracheophytes,Yes
Alnus incana,Alnus incana,Alnus incana,Alnus incana,Alnus incana,sp.,Alnus,Betulaceae,Fagales,Magnoliopsida,tracheophytes,No
Alopecurus aequalis,Alopecurus aequalis,Alopecurus aequalis,Alopecurus aequalis,Alopecurus aequalis,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus pratensis subsp. brachystachys,Alopecurus pratensis subsp. brachystachys,Alopecurus arundinaceus,Alopecurus arundinaceus,Alopecurus arundinaceus,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus bulbosus,Alopecurus bulbosus,Alopecurus bulbosus,Alopecurus bulbosus,Alopecurus bulbosus,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus geniculatus,Alopecurus geniculatus,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus myosuroides,Alopecurus myosuroides,Alopecurus myosuroides,Alopecurus myosuroides,Alopecurus myosuroides,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis,Alopecurus pratensis,sp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Alopecurus pratensis subsp. pratensis,Alopecurus pratensis subsp. pratensis,Alopecurus pratensis subsp. pratensis,Alopecurus pratensis subsp. pratensis,Alopecurus pratensis,subsp.,Alopecurus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Althaea hirsuta,Althaea hirsuta,Althaea hirsuta,Althaea hirsuta,Althaea hirsuta,sp.,Althaea,Malvaceae,Malvales,Magnoliopsida,tracheophytes,Yes
Althaea officinalis,Althaea officinalis,Althaea officinalis,Althaea officinalis,Althaea officinalis,sp.,Althaea,Malvaceae,Malvales,Magnoliopsida,tracheophytes,Yes
Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides,Alyssum alyssoides,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Alyssum granatense,Alyssum granatense,Alyssum granatense,Alyssum granatense,Alyssum granatense,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Alyssum loiseleurii,Alyssum loiseleurii,Alyssum loiseleurii,Alyssum loiseleurii,Alyssum loiseleurii,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Alyssum minutum,Alyssum minutum,Alyssum minutum,Alyssum minutum,Alyssum minutum,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Alyssum montanum,Alyssum montanum subsp. repens,Alyssum repens,Alyssum repens,Alyssum repens,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,No
Alyssum simplex,Alyssum simplex,Alyssum simplex,Alyssum simplex,Alyssum simplex,sp.,Alyssum,Brassicaceae,Brassicales,Magnoliopsida,tracheophytes,Yes
Amaranthus,Amaranthus,Amaranthus,Amaranthus,Amaranthus,gen.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Amaranthus viridis,Amaranthus viridis,Amaranthus viridis,Amaranthus viridis,Amaranthus viridis,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus albus,Amaranthus albus,Amaranthus albus,Amaranthus albus,Amaranthus albus,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Amaranthus viridis subsp. ascendens,Amaranthus ascendens,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Amaranthus blitum subsp. blitum,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,Amaranthus blitum,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,Yes
Amaranthus cruentus,Amaranthus hybridus subsp. cruentus,Amaranthus cruentus,Amaranthus cruentus,Amaranthus cruentus,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus deflexus,Amaranthus deflexus,Amaranthus deflexus,Amaranthus deflexus,Amaranthus deflexus,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus blitum subsp. emarginatus,Amaranthus blitum subsp. emarginatus,Amaranthus emarginatus,Amaranthus emarginatus,Amaranthus emarginatus,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus graecizans subsp. sylvestris,Amaranthus graecizans subsp. graecizans,Amaranthus graecizans subsp. graecizans,Amaranthus graecizans subsp. graecizans,Amaranthus graecizans,subsp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus hybridus,Amaranthus hybridus aggr.,Amaranthus hybridus aggr.,Amaranthus hybridus aggr.,Amaranthus hybridus aggr.,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus powellii,Amaranthus powellii,Amaranthus powellii,Amaranthus powellii,Amaranthus powellii,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,Amaranthus retroflexus,sp.,Amaranthus,Amaranthaceae,Caryophyllales,Magnoliopsida,tracheophytes,No
Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,Ambrosia artemisiifolia,sp.,Ambrosia,Asteraceae,Asterales,Magnoliopsida,tracheophytes,No
Amelanchier ovalis,Amelanchier ovalis subsp. ovalis,Amelanchier ovalis subsp. ovalis,Amelanchier ovalis subsp. ovalis,Amelanchier ovalis,subsp.,Amelanchier,Rosaceae,Rosales,Magnoliopsida,tracheophytes,Yes
Ammi majus,Ammi majus,Ammi majus,Ammi majus,Ammi majus,sp.,Ammi,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Ammi visnaga,Ammi visnaga,Ammi visnaga,Ammi visnaga,Ammi visnaga,sp.,Ammi,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Ammophila arenaria,Ammophila arenaria,Ammophila arenaria,Ammophila arenaria,Ammophila arenaria,sp.,Ammophila,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Ammophila arenaria subsp. arenaria,Ammophila arenaria subsp. arenaria,Ammophila arenaria subsp. arenaria,Ammophila arenaria subsp. arenaria,Ammophila arenaria,subsp.,Ammophila,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Ammophila arenarla subsp. australis,Ammophila australis,Ammophila arenaria subsp. arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria,subsp.,Ammophila,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Ammophila arundinacia,Ammophila arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria,subsp.,Ammophila,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Ammophila arenaria subsp. arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria subsp. arundinacea,Ammophila arenaria,subsp.,Ammophila,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Orchis coriophora,Orchis coriophora,Anacamptis coriophora,Anacamptis coriophora,Anacamptis coriophora,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis coriophora subsp. martrinii,Orchis coriophora subsp. martrinii,Anacamptis coriophora,Anacamptis coriophora,Anacamptis coriophora,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis coriophora subsp. fragrans,Orchis coriophora subsp. fragrans,Anacamptis coriophora,Anacamptis coriophora,Anacamptis coriophora,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis laxiflora,Orchis palustris subsp. laxiflora,Anacamptis laxiflora,Anacamptis laxiflora,Anacamptis laxiflora,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis morio,Orchis morio,Anacamptis morio,Anacamptis morio,Anacamptis morio,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis morio subsp. morio,Orchis morio,Anacamptis morio,Anacamptis morio,Anacamptis morio,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis morio subsp. champagneuxii,Orchis morio subsp. champagneuxii,Anacamptis morio subsp. champagneuxii,Anacamptis morio subsp. champagneuxii,Anacamptis champagneuxii,subsp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis morio subsp. campagneuzii,Orchis morio subsp. champagneuxii,Anacamptis morio subsp. champagneuxii,Anacamptis morio subsp. champagneuxii,Anacamptis champagneuxii,subsp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Orchis palustris,Orchis palustris,Anacamptis palustris,Anacamptis palustris,Anacamptis palustris,sp.,Orchis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,sp.,Anacamptis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Anacamptis pyramidalis subsp. pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,Anacamptis pyramidalis,sp.,Anacamptis,Orchidaceae,Asparagales,Liliopsida,tracheophytes,Yes
Anacyclus clavatus,Anacyclus clavatus,Anacyclus clavatus,Anacyclus clavatus,Anacyclus clavatus,sp.,Anacyclus,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Anagallis XarvensisXAnagallis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis arvensis subsp. arvensis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis arvensis subsp. parviflora,Anagallis arvensis subsp. parviflora,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,Anagallis arvensis,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis arvensis subsp. foemina,Anagallis arvensis subsp. foemina,Anagallis foemina,Anagallis foemina,Anagallis foemina,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Centunculus minimus,Centunculus minimus,Anagallis minima,Anagallis minima,Anagallis minima,sp.,Centunculus,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis monelli,Anagallis monelli,Anagallis monelli,Anagallis monelli,Anagallis monelli,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anagallis tenella,Anagallis tenella,Anagallis tenella,Anagallis tenella,Anagallis tenella,sp.,Anagallis,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Anarrhinum bellidifolium,Anarrhinum bellidifolium,Anarrhinum bellidifolium,Anarrhinum bellidifolium,Anarrhinum bellidifolium,sp.,Anarrhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Anarrhinum duriminium,Anarrhinum duriminium,Anarrhinum duriminium,Anarrhinum duriminium,Anarrhinum duriminium,sp.,Anarrhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Anarrhinum longipedicellatum,Anarrhinum longipedicellatum,Anarrhinum longipedicellatum,Anarrhinum longipedicellatum,Anarrhinum longipedicellatum,sp.,Anarrhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Anarrhinum Xintermedium,Anarrhinum x intermedium,Anarrhinum x intermedium,Anarrhinum x intermedium,Anarrhinum x intermedium,hyb.,Anarrhinum,Plantaginaceae,Lamiales,Magnoliopsida,tracheophytes,Yes
Anchusa azurea,Anchusa azurea,Anchusa azurea,Anchusa azurea,Anchusa azurea,sp.,Anchusa,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Anchusa calcarea,Anchusa calcarea,Anchusa calcarea,Anchusa calcarea,Anchusa calcarea,sp.,Anchusa,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,No
Anchusa calcarea subsp. nana,Anchusa calcarea subsp. calcarea,Anchusa calcarea subsp. calcarea,Anchusa calcarea subsp. calcarea,Anchusa calcarea,subsp.,Anchusa,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,No
Anchusa undulata,Anchusa undulata,Anchusa undulata,Anchusa undulata,Anchusa undulata,sp.,Anchusa,Boraginaceae,Boraginales,Magnoliopsida,tracheophytes,Yes
Androsace cantabrica,Androsace cantabrica,Androsace cantabrica,Androsace cantabrica,Androsace cantabrica,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace lactea,Androsace lactea,Androsace lactea,Androsace lactea,Androsace lactea,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace laggeri,Androsace laggeri,Androsace laggeri,Androsace laggeri s.l.,Androsace laggeri s.l.,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace maxima,Androsace maxima,Androsace maxima,Androsace maxima,Androsace maxima,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace villosa,Androsace villosa,Androsace villosa,Androsace villosa,Androsace villosa,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace vitaliana subsp. nevadensis,Androsace vitaliana,Androsace vitaliana,Androsace vitaliana,Androsace vitaliana,sp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Androsace vitaliana subsp. flosjugorum,Androsace vitaliana subsp. flosjugorum,Androsace vitaliana subsp. flosjugorum,Androsace vitaliana subsp. flosjugorum,Androsace vitaliana,subsp.,Androsace,Primulaceae,Ericales,Magnoliopsida,tracheophytes,Yes
Andryala integritolia,Andryala integrifolia,Andryala integrifolia,Andryala integrifolia,Andryala integrifolia,sp.,Andryala,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Andryala integrifolia,Andryala integrifolia subsp. undulata,Andryala integrifolia,Andryala integrifolia,Andryala integrifolia,sp.,Andryala,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Andryala pinnatifida,Andryala pinnatifida,Andryala pinnatifida,Andryala,Andryala,gen.,Andryala,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Andryala ragusina,Andryala ragusina,Andryala ragusina,Andryala ragusina,Andryala ragusina,sp.,Andryala,Asteraceae,Asterales,Magnoliopsida,tracheophytes,Yes
Anemone narcissiflora,Anemone narcissiflora,Anemonastrum narcissiflorum,Anemonastrum narcissiflorum,Anemonastrum narcissiflorum,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone coronaria,Anemone coronaria,Anemone coronaria,Anemone coronaria,Anemone coronaria,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,No
Anemone trifolia subsp. albida,Anemone trifolia subsp. albida,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Aemone nemorosa,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,Anemone nemorosa,sp.,Aemone,NA,NA,NA,tracheophytes,Yes
Anemone palmata,Anemone palmata,Anemone palmata,Anemone,Anemone,gen.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone pavoniana,Anemone pavoniana,Anemone pavoniana,Anemone pavoniana,Anemone pavoniana,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone ranunculoides,Anemone ranunculoides,Anemone ranunculoides,Anemone ranunculoides,Anemone ranunculoides,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone trifolia,Anemone trifolia,Anemone trifolia,Anemone nemorosa,Anemone nemorosa,sp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Anemone albida subsp. trifida,Anemone albida,Anemone trifolia subsp. albida,Anemone trifolia subsp. albida,Anemone trifolia,subsp.,Anemone,Ranunculaceae,Ranunculales,Magnoliopsida,tracheophytes,Yes
Angelica heterocarpa,Angelica heterocarpa,Angelica heterocarpa,Angelica heterocarpa,Angelica heterocarpa,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica major,Angelica major,Angelica major,Angelica major,Angelica major,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica calor,Angelica major ,Angelica major ,Angelica major ,Angelica major ,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica pachycarpa,Angelica pachycarpa,Angelica pachycarpa,Angelica pachycarpa,Angelica pachycarpa,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Selinum pyrenaeum,Selinum pyrenaeum,Angelica pyrenaea,Angelica pyrenaea,Angelica pyrenaea,sp.,Selinum,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica razulii,Angelica razulii,Angelica razulii,Angelica razulii,Angelica razulii,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica sylvestris,Angelica sylvestris,Angelica sylvestris,Angelica sylvestris,Angelica sylvestris,sp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Angelica sylvestris subsp. villosa,Angelica sylvestris subsp. sylvestris,Angelica sylvestris subsp. sylvestris,Angelica sylvestris subsp. sylvestris,Angelica sylvestris,subsp.,Angelica,Apiaceae,Apiales,Magnoliopsida,tracheophytes,Yes
Bromus diandrus,Bromus diandrus,Anisantha diandra,Anisantha diandra,Anisantha diandra,sp.,Bromus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
Bromus madritensis,Bromus madritensis,Anisantha madritensis,Anisantha madritensis,Anisantha madritensis,sp.,Bromus,Poaceae,Poales,Liliopsida,tracheophytes,Yes
