TaxonConcept,AccordingTo,TaxonRank,Hybrid,EIVE1-M,EIVE1-M.nw3,EIVE1-M.n,EIVE1-N,EIVE1-N.nw3,EIVE1-N.n,EIVE1-R,EIVE1-R.nw3,EIVE1-R.n,EIVE1-L,EIVE1-L.nw3,EIVE1-L.n,EIVE1-T,EIVE1-T.nw3,EIVE1-T.n
Arabis scabra,Euro+Med,Species,,"2,9","3,4",6,"2,4","4,7",5,"8,9","3,1",5,"7,6","2,6",5,"2,9","4,0",4
Arabis scopoliana,Euro+Med,Species,,"3,1","1,9",1,"2,6","2,0",1,"9,8","1,8",1,"9,8","1,8",1,"0,9","2,1",1
Arabis serpillifolia,Euro+Med,Species,,"3,7","3,8",3,"2,6","3,0",3,"8,5","3,4",3,"8,3","3,1",3,"1,8","3,3",3
Arabis soyeri,Euro+Med,Species,,"6,8","3,5",4,"3,0","3,8",2,"8,3","3,7",2,"7,0","6,1",2,"1,6","3,4",2
Arabis soyeri subsp. soyeri,Euro+Med,Subspecies,,"7,1","2,8",2,"3,9","2,0",1,"8,3","3,4",2,"4,5","2,0",1,"1,9","3,0",2
Arabis soyeri subsp. subcoriacea,Euro+Med,Subspecies,,"7,3","3,3",6,"3,2","4,5",6,"8,7","3,0",6,"7,5","4,7",6,"1,5","3,3",6
Arabis stellulata,Euro+Med,Species,,"4,0","7,0",3,"2,3","2,4",3,"9,5","2,2",3,"8,7","4,0",3,"0,9","2,3",3
Arabis stenocarpa,Euro+Med,Species,,"2,9","1,4",1,"1,8","1,8",1,"6,2","1,6",1,"8,1","2,2",1,"5,8","1,6",1
Arabis sudetica,Euro+Med,Species,,"5,4","3,6",2,"6,8","2,9",2,"6,3","3,4",2,"6,2","3,2",2,"1,9","2,4",2
Arabis surculosa,Euro+Med,Species,,"3,4","2,2",1,"1,9","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"2,0","2,3",1
Arabis verna,Euro+Med,Species,,"2,8","3,7",5,"4,1","5,4",5,"6,7","5,4",5,"6,4","4,5",5,"6,5","4,3",5
Arabis vochinensis,Euro+Med,Species,,"4,6","2,4",2,"2,4","2,4",2,"8,5","3,3",2,"7,9","2,3",2,"1,3","4,9",2
Arachis hypogaea,Euro+Med,Species,,"3,4","2,2",1,"7,7","2,0",1,,,,"8,2","1,9",1,"5,5","2,3",1
Aralia elata,addition,,,"4,7","1,0",1,,,,,,,"5,8","5,6",1,"4,3","2,8",1
Araujia sericifera,Euro+Med,Species,,"4,3","4,6",2,"6,3","2,4",2,"6,2","3,7",2,"6,7","2,6",2,"7,7","2,7",2
Arbutus andrachne,Euro+Med,Species,,"2,8","5,3",2,"2,2","6,2",2,"8,0","3,7",2,"7,4","3,5",1,"7,2","2,6",2
Arbutus unedo,Euro+Med,Species,,"3,2","3,8",7,"2,2","3,8",7,"4,3","4,8",7,"7,4","6,4",6,"6,8","4,3",6
Arbutus x andrachnoides,addition,hyb.-sp.,TRUE,"2,8","4,4",1,"0,3","2,0",1,"8,4","2,2",1,,,,"7,6","1,9",1
Arceuthobium oxycedri,Euro+Med,Species,,"3,4","7,3",3,"3,5","7,3",2,"5,6","6,5",2,"6,4","4,1",3,"6,8","2,7",3
Archanthemis marschalliana,Euro+Med,Species,,"4,4","2,0",1,"4,9","1,4",1,"5,7","1,2",1,"5,4","1,7",1,"2,5","1,6",1
Archanthemis marschalliana subsp. sosnovskyana,Euro+Med,Subspecies,,"4,4","2,0",1,"4,9","1,4",1,"5,7","1,2",1,"5,4","1,7",1,"2,5","1,6",1
Arctagrostis latifolia,Euro+Med,Species,,"5,3","2,4",2,,,,,,,"7,9","2,2",1,"1,6","3,4",1
Arctium lappa,Euro+Med,Species,,"4,6","3,0",23,"9,1","5,2",19,"6,9","2,6",21,"7,7","6,2",18,"4,6","3,5",20
Arctium lappa agg. s. l.,addition,Species Aggregate. s.l.,,"4,8","3,9",1,"7,3","4,0",1,"5,4","3,6",1,"5,4","3,7",1,"3,4","4,2",1
Arctium minus,Euro+Med,Species,,"4,3","3,3",21,"8,8","4,6",18,"6,9","3,7",18,"7,9","5,2",17,"4,1","2,7",19
Arctium nemorosum,Euro+Med,Species,,"5,3","3,1",19,"8,8","4,7",14,"6,7","3,5",15,"4,7","4,6",14,"4,1","2,8",17
Arctium tomentosum,Euro+Med,Species,,"4,3","3,3",17,"9,4","3,5",14,"8,2","3,2",15,"7,7","3,0",14,"4,0","3,6",13
Arctium x ambiguum,addition,hyb.-sp.,TRUE,"4,1","2,5",1,"9,8","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"4,2","2,1",1
Arctium x nothum,addition,hyb.-sp.,TRUE,"4,1","2,5",1,"9,8","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"4,2","2,1",1
Arctophila fulva,Euro+Med,Species,,"6,6","5,1",2,"6,1","1,8",1,"7,4","1,7",1,"8,3","2,9",2,"1,5","2,0",2
Arctostaphylos alpinus,Euro+Med,Species,,"4,6","3,8",11,"2,0","3,1",8,"4,0","7,9",6,"6,7","5,0",8,"0,8","2,9",7
Arctostaphylos uva-ursi,Euro+Med,Species,,"3,1","3,7",21,"1,9","3,4",16,"4,6","7,5",14,"6,2","4,2",17,"2,8","3,9",15
Arctotheca calendula,Euro+Med,Species,,"3,7","4,1",2,"6,3","3,6",2,"8,3","2,7",2,"7,9","2,4",2,"6,3","3,8",2
Aremonia agrimonoides,Euro+Med,Species,,"4,5","2,5",13,"5,4","3,2",9,"8,2","3,8",11,"3,9","4,5",9,"5,2","3,2",10
Aremonia agrimonoides subsp. agrimonoides,Euro+Med,Subspecies,,"4,3","2,3",1,"5,1","2,1",1,"8,4","2,0",1,"3,2","2,1",1,"4,6","2,2",1
Arenaria aegaea,Euro+Med,Species,,"1,1","4,4",1,"3,7","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Arenaria aggregata,Euro+Med,Species,,"2,4","3,8",2,"2,1","2,9",2,"7,4","5,8",2,"9,0","3,2",2,"6,5","5,4",2
Arenaria aggregata subsp. aggregata,Euro+Med,Subspecies,,"2,5","4,0",2,"1,8","2,3",2,"5,1","2,2",2,"8,8","3,0",2,"6,8","2,9",2
Arenaria balearica,Euro+Med,Species,,"5,5","3,3",2,"3,5","4,8",2,"5,1","5,4",2,"2,8","3,2",2,"5,5","5,4",2
Arenaria bertolonii,Euro+Med,Species,,"2,5","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"7,0","1,9",1,"2,9","2,3",1
Arenaria biflora,Euro+Med,Species,,"6,0","2,6",6,"2,6","2,8",5,"3,8","2,9",6,"8,0","2,2",5,"0,7","3,0",6
Arenaria ciliata,Euro+Med,Species,,"4,1","2,6",8,"2,4","3,5",6,"7,7","3,5",7,"9,1","2,1",6,"0,7","2,8",6
Arenaria ciliata agg.,addition,Species Aggregate.,,"4,0","3,9",1,"2,6","2,0",1,"7,6","3,6",1,"9,8","1,8",1,"0,9","4,2",1
Arenaria cinerea,Euro+Med,Species,,"2,7","3,8",3,"2,1","3,6",3,"7,8","4,3",3,"8,4","3,0",3,"3,1","8,0",3
Arenaria cretica,Euro+Med,Species,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"5,0","1,9",1
Arenaria deflexa subsp. deflexa,Euro+Med,Subspecies,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"6,3","2,0",1,"7,6","3,8",1
Arenaria erinacea,Euro+Med,Species,,"2,2","2,4",3,"1,7","3,7",3,"7,4","2,3",3,"9,0","3,1",3,"3,9","5,0",3
Arenaria filicaulis subsp. graeca,Euro+Med,Subspecies,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"6,3","2,0",1,"5,0","1,0",1
Arenaria fragillima,Euro+Med,Species,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"6,6","3,8",1
Arenaria gothica,Euro+Med,Species,,"4,6","2,4",2,"2,3","2,7",2,"8,1","2,6",2,"9,3","2,8",2,"3,6","2,5",2
Arenaria grandiflora,Euro+Med,Species,,"2,1","3,2",4,"2,2","3,0",4,"8,7","3,5",4,"8,5","3,5",4,"3,7","4,5",4
Arenaria grandiflora subsp. grandiflora,Euro+Med,Subspecies,,"2,4","1,4",1,"1,8","1,8",1,"7,1","1,6",1,"8,1","2,2",1,"3,3","1,6",1
Arenaria grandiflora var. incrassata,Euro+Med,Variety,,"2,4","1,4",1,"1,8","1,8",1,"7,1","1,6",1,"8,1","2,2",1,"3,3","1,6",1
Arenaria guicciardii,Euro+Med,Species,,"2,8","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"9,8","2,0",1,"6,1","3,8",1
Arenaria hispida,Euro+Med,Species,,"2,4","2,5",1,"0,4","2,0",1,"7,3","1,9",1,"9,5","2,0",1,"5,2","2,1",1
Arenaria holostea,Euro+Med,Species,,"3,0","2,0",1,"4,9","1,4",1,"5,7","1,2",1,"5,4","1,7",1,"2,5","1,6",1
Arenaria humifusa,Euro+Med,Species,,"5,6","2,5",1,,,,"7,4","1,7",1,"8,7","1,6",1,"0,6","1,9",1
Arenaria huteri,Euro+Med,Species,,"4,1","2,2",2,"1,7","3,6",2,"8,7","3,6",2,"3,9","4,3",2,"3,5","5,5",2
Arenaria leptoclados,Euro+Med,Species,,"2,5","3,9",14,"3,4","5,7",12,"6,9","3,6",13,"8,8","2,9",11,"5,7","5,3",13
Arenaria longifolia,Euro+Med,Species,,"2,9","4,9",3,"4,2","3,8",1,"6,4","1,8",1,"8,0","2,5",2,"4,3","2,9",2
Arenaria luschanii,Euro+Med,Species,,"1,1","4,4",1,"2,6","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"8,1","1,9",1
Arenaria lychnidea,Euro+Med,Species,,"1,6","2,0",1,"3,4","1,4",1,"5,7","1,2",1,"7,4","1,7",1,"2,5","1,6",1
Arenaria marschlinsii,Euro+Med,Species,,"4,1","3,2",3,"5,5","4,2",3,"6,4","3,3",3,"8,4","3,0",3,"1,7","4,4",3
Arenaria modesta,Euro+Med,Species,,"3,4","2,2",1,,,,,,,"9,4","1,9",1,"3,8","2,3",1
Arenaria moehringioides,Euro+Med,Species,,"4,2","3,2",3,"2,3","2,8",3,"7,7","2,6",3,"8,3","3,3",3,"1,3","3,2",3
Arenaria montana,Euro+Med,Species,,"3,5","3,1",4,"2,9","3,2",4,"3,6","2,4",4,"7,4","2,7",4,"5,0","3,5",4
Arenaria montana subsp. montana,Euro+Med,Subspecies,,"4,1","2,5",1,"3,9","2,0",1,"3,8","1,9",1,"7,0","2,0",1,"6,2","2,1",1
Arenaria multicaulis,Euro+Med,Species,,"3,7","3,2",2,"2,4","2,4",2,"9,0","3,1",2,"9,6","2,2",2,"0,9","2,2",2
Arenaria muralis,Euro+Med,Species,,"1,9","4,4",1,"3,7","2,0",1,"8,4","2,2",1,"8,7","2,0",1,"7,6","3,8",1
Arenaria norvegica,Euro+Med,Species,,"3,5","4,8",3,"2,0","2,0",1,"8,4","2,2",2,"9,1","2,6",2,"0,6","1,9",1
Arenaria obtusiflora subsp. ciliaris,Euro+Med,Subspecies,,"2,4","1,4",1,"2,8","1,8",1,"7,1","1,6",1,"8,1","2,2",1,"4,6","1,6",1
Arenaria procera,Euro+Med,Species,,"2,9","2,0",4,"2,8","2,0",1,"7,4","1,8",3,,,,"4,6","2,1",3
Arenaria procera subsp. procera,Euro+Med,Subspecies,,"2,9","2,1",1,"2,4","1,8",1,"8,0","1,8",1,"9,2","2,0",1,"4,6","1,7",1
Arenaria purpurascens,Euro+Med,Species,,"4,3","4,5",4,"2,5","2,7",4,"7,7","2,6",4,"8,1","3,4",4,"2,4","5,3",4
Arenaria rhodia subsp. rhodia,Euro+Med,Subspecies,,"1,1","4,4",1,"2,6","2,0",1,"8,4","1,1",1,"8,7","2,0",1,"8,1","1,9",1
Arenaria rigida,Euro+Med,Species,,"2,9","2,1",1,,,,"7,4","1,7",1,,,,"5,8","2,2",1
Arenaria rotundifolia,Euro+Med,Species,,"4,3","5,1",2,"3,4","1,4",1,"6,0","5,6",2,"5,4","1,7",1,"2,4","2,3",2
Arenaria saponarioides,Euro+Med,Species,,"2,8","4,4",1,"1,4","2,0",1,"8,4","2,2",1,"9,8","2,0",1,"5,0","1,9",1
Arenaria serpyllifolia,Euro+Med,Species,,"3,1","3,8",24,"4,5","6,8",18,"6,4","4,9",20,"8,2","3,3",19,"4,3","5,3",19
Arenaria serpyllifolia agg.,addition,Species Aggregate.,,"3,4","5,0",5,"5,2","7,2",3,"6,6","3,4",5,"8,0","2,3",4,"4,1","4,8",4
Argemone mexicana,Euro+Med,Species,,"2,4","2,5",1,"7,5","2,0",1,"7,3","1,9",1,"9,5","2,0",1,"8,1","2,1",1
Argentina anserina,Euro+Med,Species,,"5,3","4,3",26,"7,2","4,3",20,"6,4","4,5",18,"7,2","3,9",18,"4,0","3,7",20
Argentina anserina subsp. anserina,Euro+Med,Subspecies,,"5,9","2,5",1,"7,5","2,0",1,"7,3","1,9",1,"5,7","2,0",1,"4,2","2,1",1
Argentina anserina subsp. groenlandica,Euro+Med,Subspecies,,"5,5","1,7",2,,,,"8,5","4,5",1,"7,9","2,2",1,"1,0","2,2",1
Argusia sibirica,Euro+Med,Species,,"5,9","2,1",1,,,,"6,4","1,7",1,,,,"4,1","2,2",1
Argyranthemum frutescens,Euro+Med,Species,,"3,4","2,2",1,"5,4","2,0",1,"4,1","1,9",1,"8,2","1,9",1,"6,4","2,3",1
Argyrolobium zanonii,Euro+Med,Species,,"2,4","3,3",4,"2,9","3,4",4,"7,7","2,3",4,"8,9","3,1",4,"6,0","3,7",4
Arisarum proboscideum,Euro+Med,Species,,"3,4","2,2",1,"5,4","2,0",1,"4,1","1,9",1,"5,9","1,9",1,"5,5","2,3",1
Arisarum vulgare,Euro+Med,Species,,"3,3","6,7",3,"7,1","3,9",3,"7,9","7,3",3,"6,5","7,5",3,"7,2","2,3",3
Aristavena setacea,Euro+Med,Species,,"7,6","2,2",9,"1,5","3,4",7,"2,0","4,1",7,"7,9","3,2",7,"4,5","3,1",6
Aristida adscensionis,Euro+Med,Species,,"0,9","2,2",1,"3,1","2,0",1,"8,8","1,9",1,"9,4","1,9",1,"10,0","2,3",1
Aristida adscensionis subsp. coerulescens,Euro+Med,Subspecies,,"0,3","4,4",1,"4,9","2,0",1,"8,4","2,2",1,"9,8","2,0",1,"8,6","1,9",1
Aristolochia clematitis,Euro+Med,Species,,"4,0","3,4",20,"7,8","4,1",16,"8,0","2,7",19,"6,1","3,5",16,"5,4","2,5",19
Aristolochia cretica,Euro+Med,Species,,"3,6","4,4",1,"6,0","2,0",1,"7,1","2,2",1,"3,9","2,0",1,"7,6","3,8",1
Aristolochia guichardii,Euro+Med,Species,,"2,8","4,4",1,"6,0","2,0",1,"5,7","2,2",1,"6,3","2,0",1,"8,1","1,9",1
Aristolochia lutea,Euro+Med,Species,,"3,1","4,4",3,"4,0","3,6",2,"7,8","3,7",3,"5,6","4,1",2,"6,6","5,3",3
Aristolochia macrophylla,Euro+Med,Species,,"5,9","2,5",1,"8,7","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"4,2","2,1",1
Aristolochia pallida,Euro+Med,Species,,"3,5","3,4",5,"5,2","4,9",4,"7,6","3,0",4,"6,9","5,9",4,"6,5","3,0",4
Aristolochia pallida agg.,addition,Species Aggregate.,,"3,1","3,9",1,"5,0","4,0",1,"7,6","1,8",1,"5,4","3,7",1,"5,8","4,2",1
Aristolochia pallida subsp. pallida,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Aristolochia parvifolia,Euro+Med,Species,,"1,9","4,4",1,,,,"9,8","1,1",1,"7,5","2,0",1,"8,6","1,9",1
Aristolochia paucinervis,Euro+Med,Species,,"4,3","5,3",4,"4,3","5,6",4,"6,6","3,9",4,"7,3","5,5",4,"5,7","4,4",4
Aristolochia pistolochia,Euro+Med,Species,,"3,2","3,9",2,"5,0","2,1",2,"8,0","2,5",2,"7,9","4,2",2,"6,9","2,6",2
Aristolochia rotunda,Euro+Med,Species,,"4,1","3,2",3,"5,2","5,0",3,"7,1","2,6",3,"7,2","5,3",3,"6,2","3,4",3
Aristolochia rotunda subsp. insularis,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"7,3","1,9",1,"7,0","2,0",1,"7,2","2,1",1
Aristolochia rotunda subsp. rotunda,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Aristolochia sempervirens,Euro+Med,Species,,"3,9","5,5",2,"5,1","2,4",2,"5,5","2,6",2,"4,9","3,6",2,"8,4","5,2",2
Aristolochia sicula,Euro+Med,Species,,"2,5","2,2",1,"3,1","2,0",1,"6,5","1,9",1,"5,9","1,9",1,"6,4","2,3",1
Aristolochia tyrrhena,Euro+Med,Species,,"2,5","4,0",2,"4,1","3,8",2,"6,9","2,6",2,"7,0","4,0",2,"7,2","2,4",2
Armeniaca mandshurica,addition,,,"4,0","2,6",1,,,,,,,"6,5","4,5",1,"4,3","1,7",1
Armeria alliacea,Euro+Med,Species,,"2,3","1,9",1,"2,6","2,0",1,"5,4","3,6",1,"7,6","1,8",1,"3,4","2,1",1
Armeria alpina,Euro+Med,Species,,"3,6","4,1",11,"2,0","4,8",8,"4,6","6,0",7,"9,1","3,2",8,"1,3","5,7",9
Armeria alpina subsp. bubanii,Euro+Med,Subspecies,,"4,1","2,5",1,"1,6","2,0",1,"1,5","1,9",1,"9,5","2,0",1,"1,3","2,1",1
Armeria alpina subsp. halleri,Euro+Med,Subspecies,,"2,7","2,6",6,"0,9","2,7",6,"5,8","3,0",6,"8,6","3,0",6,"4,5","4,9",5
Armeria arenaria,Euro+Med,Species,,"2,6","2,5",4,"2,2","2,4",4,"5,2","3,7",4,"8,0","2,2",4,"5,7","4,1",3
Armeria arenaria subsp. arenaria,Euro+Med,Subspecies,,"3,4","2,2",1,"3,1","2,0",1,"4,1","1,9",1,"7,0","1,9",1,"2,9","2,3",1
Armeria arenaria subsp. bupleuroides,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"6,1","1,9",1,"8,2","2,0",1,"2,3","2,1",1
Armeria arenaria subsp. praecox,Euro+Med,Subspecies,,"2,3","1,9",1,"2,6","2,0",1,"5,4","1,8",1,"7,6","1,8",1,"3,4","2,1",1
Armeria canescens,Euro+Med,Species,,"2,5","2,2",1,"1,9","2,0",1,"7,6","1,9",1,"7,0","1,9",1,"5,5","2,3",1
Armeria cantabrica,Euro+Med,Species,,"2,6","3,6",2,"2,3","2,9",2,"6,9","3,1",2,"8,8","3,2",2,"2,2","2,2",2
Armeria castellana,Euro+Med,Species,,"3,1","4,6",2,"2,3","2,9",2,"4,0","8,4",2,"8,8","3,2",2,"3,9","2,0",2
Armeria ciliata,Euro+Med,Species,,"2,4","1,4",1,"1,8","1,8",1,"2,2","1,6",1,"8,1","2,2",1,"3,3","1,6",1
Armeria denticulata,Euro+Med,Species,,"2,5","2,2",1,"0,8","2,0",1,"0,6","1,9",1,"9,4","1,9",1,"6,4","2,3",1
Armeria duriaei,Euro+Med,Species,,"2,1","2,5",2,"2,3","2,9",2,"2,7","2,7",2,"8,8","3,2",2,"2,5","2,3",2
Armeria euscadiensis,Euro+Med,Species,,"5,9","2,5",1,"5,1","2,0",1,"7,3","1,9",1,"8,2","2,0",1,"5,2","2,1",1
Armeria helodes,Euro+Med,Species,,"6,7","2,2",1,"5,4","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"5,5","2,3",1
Armeria langei subsp. daveaui,Euro+Med,Subspecies,,"3,4","1,4",1,"1,8","1,8",1,"2,2","1,6",1,"8,1","2,2",1,"2,7","1,6",1
Armeria langei subsp. langei,Euro+Med,Subspecies,,"3,4","1,4",1,"1,8","1,8",1,"2,2","1,6",1,"8,1","2,2",1,"2,7","1,6",1
Armeria macropoda,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"3,8","2,3",1
Armeria malinvaudii,Euro+Med,Species,,"2,4","2,5",1,"1,6","2,0",1,"4,9","1,9",1,"8,2","2,0",1,"7,2","2,1",1
Armeria marginata,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"0,6","1,9",1,"9,4","1,9",1,"4,7","2,3",1
Armeria maritima,Euro+Med,Species,,"5,2","4,3",10,"3,8","3,9",9,"5,0","2,5",9,"8,1","1,8",8,"4,0","4,1",6
Armeria maritima agg.,addition,Species Aggregate.,,"4,3","5,8",1,"2,6","4,0",1,"6,3","5,4",1,"7,6","3,7",1,"4,2","6,3",1
Armeria maritima subsp. barcensis,Euro+Med,Subspecies,,"7,1","2,9",2,,,,"3,3","1,7",1,,,,"4,1","2,2",1
Armeria maritima subsp. elongata,Euro+Med,Subspecies,,"2,9","3,3",10,"2,4","2,8",10,"5,1","3,3",10,"7,7","3,1",8,"4,5","3,0",8
Armeria maritima subsp. maritima,Euro+Med,Subspecies,,"3,7","3,3",5,"3,6","2,9",4,"5,5","3,0",4,"7,7","3,8",4,"4,3","3,6",4
Armeria maritima subsp. miscella,Euro+Med,Subspecies,,"5,0","2,5",1,"7,5","2,0",1,"8,4","1,9",1,"9,5","2,0",1,"8,1","2,1",1
Armeria maritima subsp. purpurea,Euro+Med,Subspecies,,"8,0","3,1",3,"2,3","2,4",3,"7,2","2,3",3,"8,0","2,3",3,"5,0","3,3",3
Armeria muelleri,Euro+Med,Species,,"4,1","2,5",1,"0,4","2,0",1,"1,5","1,9",1,"8,2","2,0",1,"0,4","2,1",1
Armeria multiceps,Euro+Med,Species,,"4,1","2,5",1,"1,6","2,0",1,"1,5","1,9",1,"8,2","2,0",1,"3,3","2,1",1
Armeria pocutica,Euro+Med,Species,,"4,7","2,6",2,"3,6","2,8",1,"5,9","2,6",2,"8,1","2,3",1,"4,0","3,0",2
Armeria pungens,Euro+Med,Species,,"3,4","2,2",1,"3,1","2,0",1,"2,9","1,9",1,"9,4","1,9",1,"8,2","2,3",1
Armeria ruscinonensis,Euro+Med,Species,,"4,1","2,5",1,"5,1","2,0",1,"6,1","1,9",1,"8,2","2,0",1,"8,1","2,1",1
Armeria ruscinonensis subsp. ruscinonensis,Euro+Med,Subspecies,,"4,1","2,5",1,"5,1","2,0",1,"6,1","1,9",1,"8,2","2,0",1,"8,1","2,1",1
Armeria sardoa,Euro+Med,Species,,"4,0","7,1",2,"1,8","3,8",2,"5,2","7,4",2,"9,1","2,3",2,"1,7","4,2",2
Armeria seticeps,Euro+Med,Species,,"2,5","2,2",1,"1,9","2,0",1,"7,6","1,9",1,"9,4","1,9",1,"2,0","2,3",1
Armeria soleirolii,Euro+Med,Species,,"4,1","2,5",1,"5,1","2,0",1,"4,9","1,9",1,"8,2","2,0",1,"8,1","2,1",1
Armeria sulcitana,Euro+Med,Species,,"1,7","2,2",1,"0,8","2,0",1,"1,8","1,9",1,"9,4","1,9",1,"4,7","2,3",1
Armoracia macrocarpa,Euro+Med,Species,,"6,6","4,5",5,"5,0","5,2",3,"7,2","4,2",4,"7,3","2,7",2,"4,9","2,9",4
Armoracia rusticana,Euro+Med,Species,,"4,8","3,6",19,"8,7","4,5",16,"6,2","5,1",13,"7,4","3,8",15,"4,6","3,0",16
Arnebia decumbens,Euro+Med,Species,,"0,6","1,4",1,,,,,,,,,,,,
Arnica angustifolia,Euro+Med,Species,,"4,3","2,5",1,"2,9","1,8",1,"8,6","1,7",1,"8,7","1,6",1,"0,6","1,9",1
Arnica chamissonis,Euro+Med,Species,,"5,6","2,0",2,"6,2","4,0",2,"3,2","1,8",1,"8,2","2,7",2,"2,2","3,0",2
Arnica montana,Euro+Med,Species,,"4,6","3,3",20,"2,3","3,2",16,"3,1","3,4",17,"8,4","3,2",14,"3,2","3,1",16
Arnica montana subsp. atlantica,Euro+Med,Subspecies,,"6,3","1,8",1,"2,9","1,9",1,"3,3","1,8",1,"7,5","1,7",1,"3,8","1,9",1
Arnica montana subsp. montana,Euro+Med,Subspecies,,"4,8","3,9",3,"2,1","3,0",2,"2,7","2,3",3,"9,0","3,0",3,"2,7","2,7",3
Arnoseris minima,Euro+Med,Species,,"3,5","3,2",15,"3,0","3,8",14,"2,7","3,2",14,"7,5","2,7",14,"4,8","2,9",13
Arrhenatherum elatius,Euro+Med,Species,,"4,4","3,1",22,"7,3","3,6",18,"6,8","3,2",19,"7,5","3,2",17,"4,3","3,6",17
Arrhenatherum elatius subsp. bulbosum,Euro+Med,Subspecies,,"3,8","5,4",6,"5,9","4,8",6,"5,7","4,7",6,"7,5","3,2",6,"4,6","3,7",6
Arrhenatherum elatius subsp. elatius,Euro+Med,Subspecies,,"4,4","4,3",6,"7,5","2,2",5,"6,9","2,9",6,"7,8","2,9",5,"4,2","3,8",6
Arrhenatherum elatius subsp. sardoum,Euro+Med,Subspecies,,"2,1","2,5",2,"2,3","4,6",2,"5,3","2,1",2,"8,8","3,2",2,"4,6","3,2",2
Arrhenatherum palaestinum,Euro+Med,Species,,"3,6","4,4",1,"4,9","2,0",1,"7,1","2,2",1,"7,5","2,0",1,"7,1","3,8",1
Artemisia abrotanum,Euro+Med,Species,,"4,1","7,8",7,"5,3","6,6",6,"6,6","5,1",5,"8,2","4,1",6,"5,3","5,8",6
Artemisia absinthium,Euro+Med,Species,,"3,3","3,9",22,"7,4","5,0",19,"6,7","4,0",18,"8,7","3,8",18,"4,7","3,7",19
Artemisia alba,Euro+Med,Species,,"2,3","3,4",9,"2,5","4,1",7,"8,6","3,4",9,"8,6","3,1",6,"5,6","3,4",9
Artemisia alpina,Euro+Med,Species,,"2,4","3,6",2,"3,4","4,2",2,"7,7","3,0",2,"8,2","2,5",2,"3,7","4,1",2
Artemisia annua,Euro+Med,Species,,"3,7","4,3",15,"6,2","5,3",13,"6,6","3,9",13,"8,5","3,2",12,"5,3","2,6",14
Artemisia arborescens,Euro+Med,Species,,"4,0","7,2",3,"6,3","2,3",3,"7,3","2,6",3,"9,2","2,6",3,"8,5","2,8",3
Artemisia arenaria,Euro+Med,Species,,"1,9","3,3",1,,,,,,,,,,,,
Artemisia armeniaca,Euro+Med,Species,,"2,7","4,7",3,"3,1","1,9",1,"7,2","3,0",1,"8,0","2,5",2,"4,6","2,4",2
Artemisia atrata,Euro+Med,Species,,"3,5","2,8",3,"1,7","3,6",3,"3,6","6,4",3,"7,6","2,6",3,"1,7","2,6",3
Artemisia austriaca,Euro+Med,Species,,"2,5","4,3",14,"4,4","5,7",9,"7,8","3,8",11,"8,4","2,6",9,"5,5","3,8",11
Artemisia biennis,Euro+Med,Species,,"3,6","3,0",2,"8,0","3,2",2,"6,3","3,3",2,"8,0","2,3",3,"5,5","2,7",2
Artemisia caerulescens,Euro+Med,Species,,"5,5","5,0",2,"7,0","2,8",2,"9,2","3,2",2,"8,8","3,0",2,"6,8","4,6",2
Artemisia caerulescens subsp. caerulescens,Euro+Med,Subspecies,,"6,8","2,5",1,"7,5","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"8,1","2,1",1
Artemisia caerulescens subsp. gallica,Euro+Med,Subspecies,,"6,8","2,5",1,"7,5","2,0",1,"8,4","1,9",1,"8,2","2,0",1,"8,1","2,1",1
Artemisia campestris,Euro+Med,Species,,"2,5","4,0",19,"2,7","4,0",16,"6,2","4,2",17,"8,6","3,1",15,"4,7","3,0",16
Artemisia campestris agg.,addition,Species Aggregate.,,"2,3","3,9",1,"2,6","2,0",1,"5,4","3,6",1,"7,6","3,7",1,"4,2","6,3",1
