"SIVIMID","CANTEUNIS","Original","Alliance","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation"
"Q-P02784","U3DZ","Oxalido-Parietarietum","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21
"R-P22339","U3DZ","Parietarietum judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",3,1999,-8.094693036,41.90378497,"1 - UTM1x1 + Elevation",380
"T-P03100","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,1986,-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"T-P03094","U3DZ","Centrantho-Hypericetum hircini","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1986,-3.155785803,43.34789218,"3 - UTM10x10 + Elevation",100
"T-P11546","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",9,1988,-5.688930827,42.87336941,"3 - UTM10x10 + Elevation",1120
"Q-P02781","U3DZ","Oxalido-Parietarietum","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1969,-4.047456892,43.39183754,"4 - UTM10x10 + Centroid",49
"Q-P02780","U3DZ","Oxalido-Parietarietum","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1969,-3.907740505,43.45562794,"4 - UTM10x10 + Centroid",32
"Q-P02792","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202
"T-P03108","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1986,-3.089099974,43.30834345,"3 - UTM10x10 + Elevation",100
"S-P17951","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1982,-2.618965627,43.16546917,"1 - UTM1x1 + Elevation",150
"T-P03101","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",4,1986,-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316
"T-P32464","U3DZ","Parietarietum judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,1966,-2.251671146,43.22308765,"1 - UTM1x1 + Elevation",140
"T-P03106","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1986,-3.15049052,43.20202387,"3 - UTM10x10 + Elevation",150
"T-P03107","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",15,1986,-3.128356882,43.21285656,"3 - UTM10x10 + Elevation",80
"U-P00529","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,2002,-5.141603583,42.90653401,"1 - UTM1x1 + Elevation",1030
"U-P00528","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",20,2002,-5.114782695,42.83859615,"1 - UTM1x1 + Elevation",980
"Q-P02793","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1969,-8.693960952,42.8571451,"4 - UTM10x10 + Centroid",202
"NEW-OMAR-CC86","U3DZ","Comunidad de Cymbalaria muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1981,-5.682600619,43.32588696,"500",275
"S-P12042","U3DZ","Oxali-Parietarietum diffusae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",15,1975,-6.641078956,43.57091204,"3 - UTM10x10 + Elevation",5
"T-P04879","U3DZ","Parietarietum judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1995,-3.47178442,43.36503425,"3 - UTM10x10 + Elevation",50
"T-P32462","U3DZ","Parietarietum judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1966,-2.415143223,43.12498758,"1 - UTM1x1 + Elevation",190
"R-P15123","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-1.979221273,43.31642945,"1 - UTM1x1 + Elevation",10
"NEW-OMAR-TU92","U3DZ","Comunidad de Cymbalaria muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,1981,-5.666346277,43.23622682,"500",325
"Q-P09918","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",3,2000,-6.902707464,41.96319006,"3 - UTM10x10 + Elevation",800
"T-P32466","U3DZ","Parietarietum judaicae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",50,1966,-1.686288442,43.29002808,"1 - UTM1x1 + Elevation",220
"Q-P02778","U3DZ","Oxalido-Parietarietum","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",40,1969,-3.665204511,43.46129774,"4 - UTM10x10 + Centroid",43
"Q-P02790","U3DZ","Centrantho-Hypericetum hircini","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",10,1969,-2.204357764,43.28045619,"4 - UTM10x10 + Centroid",82
"R-P15121","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1983,-2.417618905,43.12319923,"1 - UTM1x1 + Elevation",150
"U-P00530","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",2,2002,-5.109590857,42.90172579,"1 - UTM1x1 + Elevation",1100
"S-P12041","U3DZ","Oxali-Parietarietum diffusae","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",15,1975,-7.020773027,43.54556605,"3 - UTM10x10 + Elevation",30
"T-P03110","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",5,1986,-3.103819977,43.26330785,"3 - UTM10x10 + Elevation",150
"T-P13309","U3DZ","Cymbalario-Trachelietum caerulei","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",30,1997,-2.501690511,43.36672266,"1 - UTM1x1 + Elevation",0
"R-P15125","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-2.412753528,43.11777144,"1 - UTM1x1 + Elevation",150
"R-P15122","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-1.976755236,43.31640741,"1 - UTM1x1 + Elevation",10
"R-P15124","U3DZ","Cymbalarietum muralis","Cymbalario-Asplenion","Tortulo-Cymbalarietalia","Cymbalario-Parietarietea diffusae",NA,1983,-1.986649325,43.3146946,"1 - UTM1x1 + Elevation",10
"T-P11961","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,1988,-2.600629876,42.95829215,"3 - UTM10x10 + Elevation",540
"T-P11956","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",15,1988,-2.417447999,43.14120806,"3 - UTM10x10 + Elevation",160
"T-P11957","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",5,1988,-2.659930395,43.32047905,"3 - UTM10x10 + Elevation",40
"R-P22248","R55Y","Picridio hieracioidis-Eupatorietum cannabini","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,1999,-8.068130508,41.90316286,"1 - UTM1x1 + Elevation",350
"T-P11959","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",15,1988,-2.558649556,42.99956147,"3 - UTM10x10 + Elevation",340
"S-P10956","R55Y","Solano dulcamarae-Epilobietum hirsuti","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",60,2008,NA,NA,"5 - UTMs missing from DEM",550
"T-P32584","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",16,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",10
"T-P12284","R55Y","Comunidad de Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,1988,-6.354243904,42.90621808,"3 - UTM10x10 + Elevation",940
"T-P12285","R55Y","Comunidad de Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",10,1988,-6.337705764,42.9175069,"3 - UTM10x10 + Elevation",930
"T-P11955","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,1988,-2.428257371,43.03680552,"3 - UTM10x10 + Elevation",200
"T-P06540","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,1995,-2.822698268,43.32985174,"1 - UTM1x1 + Elevation",50
"T-P06539","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",80,1995,-1.931477399,43.2259477,"1 - UTM1x1 + Elevation",70
"T-P32582","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,2010,-1.243378118,43.43175259,"3 - UTM10x10 + Elevation",85
"T-P11958","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,1988,-2.439581297,43.14131861,"3 - UTM10x10 + Elevation",320
"R-P22250","R55Y","Picridio hieracioidis-Eupatorietum cannabini","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",4,1999,-8.080852744,41.91160219,"1 - UTM1x1 + Elevation",415
"T-P32583","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,2010,-1.243430192,43.42995256,"3 - UTM10x10 + Elevation",80
"T-P32574","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",12,2010,-1.494353861,43.47495185,"3 - UTM10x10 + Elevation",45
"R-P24678","R55Y","Comunidad de Epilobium parviflorum y Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,2012,-6.781892042,42.40665565,"1 - UTM1x1 + Elevation",569
"S-P10958","R55Y","Solano dulcamarae-Epilobietum hirsuti","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",50,2008,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",580
"T-P32575","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",8,2010,-1.319849073,43.4365037,"3 - UTM10x10 + Elevation",2
"T-P32580","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,2010,-1.253257937,43.43190397,"3 - UTM10x10 + Elevation",16
"T-P32576","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",16,2010,-1.319948701,43.43290349,"3 - UTM10x10 + Elevation",7
"T-P32577","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,2010,-1.052698994,43.36743524,"3 - UTM10x10 + Elevation",50
"T-P32578","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",20,2010,-0.658107539,43.16554178,"3 - UTM10x10 + Elevation",240
"R-P24681","R55Y","Comunidad de Epilobium parviflorum y Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",8,2012,-6.633107102,42.39706716,"1 - UTM1x1 + Elevation",679
"T-P32579","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",40,2010,-1.26807781,43.43212945,"3 - UTM10x10 + Elevation",35
"R-P22249","R55Y","Picridio hieracioidis-Eupatorietum cannabini","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,1999,-8.070817042,41.90664516,"1 - UTM1x1 + Elevation",350
"R-P24680","R55Y","Comunidad de Epilobium parviflorum y Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",50,2012,-6.736666621,42.42254765,"1 - UTM1x1 + Elevation",432
"T-P06538","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",40,1995,-1.909316363,43.22573854,"1 - UTM1x1 + Elevation",100
"T-P32588","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",30,2010,-0.655718096,43.16369195,"3 - UTM10x10 + Elevation",240
"R-P24682","R55Y","Comunidad de Epilobium parviflorum y Eupatorium cannabinum","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",10,2012,-6.515714461,42.29627947,"1 - UTM1x1 + Elevation",843
"T-P32587","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",60,2010,-1.231080892,43.42976214,"3 - UTM10x10 + Elevation",80
"T-P32585","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",6,2010,-1.469770238,43.46922293,"3 - UTM10x10 + Elevation",2
"T-P11954","R55Y","Picrido hieracioidis-Eupatorietum cannabinii","Cynancho-Convolvulion sepium","Convolvuletalia sepium","Epilobietea angustifolii",10,1988,-2.543580963,43.04632855,"3 - UTM10x10 + Elevation",400
"R-P33439","V38Z","Associació-Desconeguda","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",NA,2003,-2.527514949,42.57798446,"3 - UTM10x10 + Elevation",540
"NEW-OMAR-PA97","V38Z","Picridi echioides-Melilotetum albi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",40,1981,-5.654043577,43.23651311,"500",360
"T-P05190","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",60,1995,-3.44512037,43.43177403,"1 - UTM1x1 + Elevation",10
"T-P05189","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",60,1995,-3.434182013,43.28414213,"1 - UTM1x1 + Elevation",40
"T-P05192","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",40,1995,-3.462678319,43.46592093,"1 - UTM1x1 + Elevation",10
"R-P07580","V38Z","Polygono-Chenopodion polyspermi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
"NEW-OMAR-PA104","V38Z","Comunidad de Arctium minus y Artemisia vulgaris","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",80,1981,-5.654043577,43.23651311,"500",250
"T-P11946","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-2.43009541,43.10345131,"3 - UTM10x10 + Elevation",160
"T-P11945","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-2.459825872,43.07658076,"3 - UTM10x10 + Elevation",210
"T-P11942","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-2.317221109,43.08662466,"3 - UTM10x10 + Elevation",360
"U-P00595","V38Z","Comunidad de Daucus carota y Melilotus alba","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",5,2002,-5.142618143,42.86509295,"1 - UTM1x1 + Elevation",980
"T-P11944","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",30,1988,-2.477022668,43.07666064,"3 - UTM10x10 + Elevation",230
"R-P07588","V38Z","Polygono-Chenopodion polyspermi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
"T-P05188","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1995,-3.457706304,43.4623392,"1 - UTM1x1 + Elevation",7
"R-P07579","V38Z","Polygono-Chenopodion polyspermi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
"Xixon23","V38Z","N4C","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",16,2023,-5.7161683,43.5225483,"1",NA
"T-P11940","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",40,1988,-2.85585651,42.87514428,"4 - UTM10x10 + Centroid",470
"T-P11939","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",30,1988,-2.47049379,43.26393038,"3 - UTM10x10 + Elevation",210
"Xixon19","V38Z","N4C","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",16,2023,-5.6571783,43.523325,"1",NA
"T-P11953","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",25,1988,-2.406809509,43.22399729,"3 - UTM10x10 + Elevation",40
"T-P11933","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",30,1988,-2.178016654,43.0226748,"3 - UTM10x10 + Elevation",190
"T-P11950","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-2.391819254,43.24552983,"3 - UTM10x10 + Elevation",20
"T-P11938","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-2.424606154,43.16465681,"3 - UTM10x10 + Elevation",360
"T-P05191","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",10,1995,-3.45771989,43.46414002,"1 - UTM1x1 + Elevation",8
"R-P07585","V38Z","Polygono-Chenopodion polyspermi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
"T-P11935","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",50,1988,-2.711064383,42.93881282,"3 - UTM10x10 + Elevation",530
"T-P11951","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",30,1988,-2.327175779,43.29919562,"3 - UTM10x10 + Elevation",10
"R-P07586","V38Z","Polygono-Chenopodion polyspermi","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",1,1949,-2.568802595,43.12655443,"4 - UTM10x10 + Centroid",304
"T-P11941","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",10,1988,-2.281938959,43.16204941,"3 - UTM10x10 + Elevation",240
"T-P05185","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",25,1995,-3.43730551,43.37597667,"3 - UTM10x10 + Elevation",8
"T-P11936","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",40,1988,-2.245079764,42.95830047,"3 - UTM10x10 + Elevation",520
"T-P11943","V38Z","Helmintio echioidis-Melilotetum albae","Dauco-Melilotion","Onopordetalia acanthii","Artemisietea vulgaris",60,1988,-2.464754909,43.07480293,"3 - UTM10x10 + Elevation",220
