"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"417","T-P06621",1582,"Urtico dioicae-Sambucetum ebuli",642,"Balloto-Conion maculati","V39","",NA,20,"1995",-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"418","T-P06622",1583,"Urtico dioicae-Sambucetum ebuli",643,"Arction lappae","V39","",NA,20,"1995",-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"419","T-P06623",1584,"Urtico dioicae-Sambucetum ebuli",644,"Alliarienion petiolatae","V39","",NA,30,"1995",-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"420","T-P06624",1585,"Urtico dioicae-Sambucetum ebuli",645,"Balloto-Conion maculati","V39","",NA,50,"1995",-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"421","T-P06625",1586,"Urtico dioicae-Sambucetum ebuli",646,"Arction lappae","V39","",NA,30,"1995",-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"422","T-P06626",1587,"Urtico dioicae-Sambucetum ebuli",647,"Alliarienion petiolatae","V39","",NA,8,"1995",-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520,"Balloto-Conion maculati","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"423","T-P06627",1588,"Carduo nutantis-Cirsietum richterani",648,"Balloto-Conion maculati","V38","",NA,4,"1995",-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"424","T-P06629",1590,"Carduo nutantis-Cirsietum richterani",650,"Balloto-Conion maculati","V39","",NA,10,"1995",-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"425","T-P06630",1591,"Carduo nutantis-Cirsietum richterani",651,"Balloto-Conion maculati","V38","",NA,6,"1995",-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"426","T-P06631",1592,"Carduo nutantis-Cirsietum richterani",652,"Balloto-Conion maculati","V38","",NA,10,"1995",-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"427","T-P06641",1593,"Carduo bourgeani-Silybetum mariani",653,"Arction lappae","V33","",NA,60,"1995",-1.325925728,42.67299118,"3 - UTM10x10 + Elevation",440,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"428","T-P06646",1594,"Carduo bourgeani-Silybetum mariani",654,"Arction lappae","V33","",NA,30,"1995",-1.520438721,42.70448639,"1 - UTM1x1 + Elevation",600,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"429","T-P06649",1595,"Carduo bourgeani-Silybetum mariani",655,"Arction lappae","V38","",NA,25,"1995",-7,43,"5 - UTMs missing from DEM",370,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"430","T-P06650",1596,"Carduo bourgeani-Silybetum mariani",656,"Arction lappae","V38","",NA,30,"1995",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",420,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"431","T-P06651",1597,"Carduo bourgeani-Silybetum mariani",657,"Arction lappae","V38","",NA,8,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"432","T-P06652",1598,"Carduo bourgeani-Silybetum mariani",658,"Arction lappae","V38","",NA,8,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",410,"Silybo mariani-Urticion piluliferae","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"433","T-P06988",1609,"Galio aparines-Conietum maculati",659,"Arction lappae","V38","NW",18,25,"1984",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"434","T-P06989",1610,"Galio aparines-Conietum maculati",660,"Arction lappae","V37","",NA,20,"1984",-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"435","T-P07926",1633,"Galio aparines-Anthriscetum sylvestris",661,"Alliarienion petiolatae","R55","",NA,20,"1999",-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"436","T-P07927",1634,"Galio aparines-Anthriscetum sylvestris",662,"Alliarienion petiolatae","R55","",NA,5,"1999",-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"437","T-P07928",1635,"Galio aparines-Anthriscetum sylvestris",663,"Alliarienion petiolatae","R55","",NA,40,"1999",-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"438","T-P07929",1636,"Galio aparines-Anthriscetum sylvestris",664,"Balloto-Conion maculati","R55","",NA,25,"1999",-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"439","T-P07930",1637,"Galio aparines-Anthriscetum sylvestris",665,"Balloto-Conion maculati","R55","",NA,60,"1999",-7,43,"5 - UTMs missing from DEM",340,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"440","T-P09638",1648,"Geranio robertiani-Caryolophetum sempervirentis",667,"Alliarienion petiolatae","V39","",NA,15,"1987",-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"441","T-P09639",1649,"Geranio robertiani-Caryolophetum sempervirentis",668,"Alliarienion petiolatae","V39","",NA,10,"1987",-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"442","T-P09640",1650,"Geranio robertiani-Caryolophetum sempervirentis",669,"Alliarienion petiolatae","V39","",NA,8,"1987",-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"443","T-P09641",1651,"Geranio robertiani-Caryolophetum sempervirentis",670,"Alliarienion petiolatae","V39","",NA,10,"1987",-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"444","T-P09642",1652,"Geranio robertiani-Caryolophetum sempervirentis",671,"Alliarienion petiolatae","V","",NA,12,"1987",-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"445","T-P09643",1653,"Geranio robertiani-Caryolophetum sempervirentis",672,"Alliarienion petiolatae","V39","",NA,10,"1987",-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"446","T-P09644",1654,"Geranio robertiani-Caryolophetum sempervirentis",673,"Alliarienion petiolatae","V39","",NA,15,"1987",-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"447","T-P09645",1655,"Geranio robertiani-Caryolophetum sempervirentis",674,"Alliarienion petiolatae","V39","",NA,8,"1987",-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"448","T-P09646",1656,"Geranio robertiani-Caryolophetum sempervirentis",675,"Alliarienion petiolatae","?","",NA,16,"1987",-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"449","T-P09647",1657,"Geranio robertiani-Caryolophetum sempervirentis",676,"Alliarienion petiolatae","V39","",NA,10,"1987",-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"450","T-P09648",1658,"Geranio robertiani-Caryolophetum sempervirentis",677,"Alliarienion petiolatae","V39","",NA,40,"1987",-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"451","T-P09649",1659,"Geranio robertiani-Caryolophetum sempervirentis",678,"Alliarienion petiolatae","V39","",NA,12,"1987",-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"452","T-P09650",1660,"Geranio robertiani-Caryolophetum sempervirentis",679,"Alliarienion petiolatae","V39","",NA,20,"1987",-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"453","T-P09651",1661,"Geranio robertiani-Caryolophetum sempervirentis",680,"Alliarienion petiolatae","V39","",NA,20,"1987",-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"454","T-P10797",1665,"Galio aparines-Conietum maculati",681,"Arction lappae","V39","",NA,3,"1984",-6.498769109,41.85736331,"3 - UTM10x10 + Elevation",690,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"455","T-P11636",1672,"Chenopodio boni-henrici-Senecietum durieui",682,"Balloto-Conion maculati","R","N",54,10,"1988",-5.830234263,42.91138143,"3 - UTM10x10 + Elevation",1550,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"456","T-P11637",1673,"Chenopodio boni-henrici-Senecietum durieui",683,"Balloto-Conion maculati","V","N",36,20,"1988",-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"457","T-P11638",1674,"Chenopodio boni-henrici-Senecietum durieui",684,"Balloto-Conion maculati","V37","NE",36,15,"1988",-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"458","T-P11639",1675,"Chenopodio boni-henrici-Senecietum durieui",685,"Balloto-Conion maculati","R","N",45,12,"1988",-5.831034095,42.87534389,"3 - UTM10x10 + Elevation",1430,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"459","T-P11640",1676,"Chenopodio boni-henrici-Senecietum durieui",686,"Balloto-Conion maculati","V37","E",45,15,"1988",-5.827869342,42.9132408,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"460","T-P11641",1677,"Chenopodio boni-henrici-Senecietum durieui",687,"Balloto-Conion maculati","V","E",54,12,"1988",-5.820855853,42.9206175,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"461","T-P11642",1678,"Chenopodio boni-henrici-Senecietum durieui",688,"Balloto-Conion maculati","R","N",54,20,"1988",-5.907957042,42.94905109,"3 - UTM10x10 + Elevation",1460,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"462","T-P11643",1679,"Chenopodio boni-henrici-Senecietum durieui",689,"Balloto-Conion maculati","H25","E",54,10,"1988",-5.828752755,42.8790021,"3 - UTM10x10 + Elevation",1550,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"463","T-P11644",1680,"Chenopodio boni-henrici-Senecietum durieui",690,"Balloto-Conion maculati","R","E",45,12,"1988",-5.870976939,42.94458271,"3 - UTM10x10 + Elevation",1500,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"464","T-P11645",1681,"Chenopodio boni-henrici-Senecietum durieui",691,"Balloto-Conion maculati","V38","NE",36,15,"1988",-5.919417286,42.880326,"3 - UTM10x10 + Elevation",1470,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"465","T-P11646",1682,"Urtico dioicae-Sambucetum ebuli",692,"Balloto-Conion maculati","R55","N",27,20,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"466","T-P11647",1683,"Urtico dioicae-Sambucetum ebuli",693,"Balloto-Conion maculati","R57","S",4.5,8,"1988",-5.666838907,42.87208558,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"467","T-P11648",1684,"Urtico dioicae-Sambucetum ebuli",694,"Balloto-Conion maculati","R57","SW",4.5,15,"1988",-5.74582576,42.88642525,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"468","T-P11649",1685,"Urtico dioicae-Sambucetum ebuli",695,"Balloto-Conion maculati","R57","SW",2.7,15,"1988",-5.696803534,42.94161827,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"469","T-P11650",1686,"Urtico dioicae-Sambucetum ebuli",696,"Balloto-Conion maculati","V39","",NA,8,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"470","T-P11651",1687,"Urtico dioicae-Sambucetum ebuli",697,"Balloto-Conion maculati","R57","N",9,10,"1988",-5.684585096,42.88607781,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"471","T-P11652",1688,"Urtico dioicae-Sambucetum ebuli",698,"Balloto-Conion maculati","R57","S",1.8,20,"1988",-5.728383338,42.87963896,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"472","T-P11653",1689,"Galio aparines-Conietum maculati",699,"Balloto-Conion maculati","R","",NA,20,"1988",-5.819410684,42.99628979,"3 - UTM10x10 + Elevation",1280,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"473","T-P11654",1690,"Galio aparines-Conietum maculati",700,"Arction lappae","V38","NW",22.5,25,"1988",-5.64636353,42.90857919,"3 - UTM10x10 + Elevation",1140,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"474","T-P11655",1691,"Galio aparines-Conietum maculati",701,"Arction lappae","V39","",NA,15,"1988",-5.71835918,42.81864662,"3 - UTM10x10 + Elevation",1230,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"475","T-P11656",1692,"Galio aparines-Conietum maculati",702,"Balloto-Conion maculati","V39","",NA,50,"1988",-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"476","T-P11657",1693,"Galio aparines-Conietum maculati",703,"Balloto-Conion maculati","V39","S",1.8,4,"1988",-5.628852935,42.78471933,"3 - UTM10x10 + Elevation",970,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"477","T-P11658",1694,"Galio aparines-Conietum maculati",704,"Arction lappae","V39","SW",4.5,5,"1988",-5.637716352,42.87816344,"3 - UTM10x10 + Elevation",1090,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"478","T-P11659",1695,"Geranio robertiani-Caryolophetum sempervirentis",705,"Alliarienion petiolatae","R55","",NA,2,"1988",-5.652107694,42.92825608,"3 - UTM10x10 + Elevation",1130,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"479","T-P11660",1696,"Geranio robertiani-Caryolophetum sempervirentis",706,"Alliarienion petiolatae","V32","S",4.5,20,"1988",-5.687993416,42.8517805,"3 - UTM10x10 + Elevation",1140,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"480","T-P11661",1697,"Geranio robertiani-Caryolophetum sempervirentis",707,"Arction lappae","V39","",NA,8,"1988",-5.640404681,42.94113308,"3 - UTM10x10 + Elevation",1140,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"481","T-P11662",1698,"Geranio robertiani-Caryolophetum sempervirentis",708,"Alliarienion petiolatae","V39","",NA,4,"1988",-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"482","T-P11663",1699,"Geranio robertiani-Caryolophetum sempervirentis",709,"Balloto-Conion maculati","R55","",NA,20,"1988",-5.740534473,42.87754763,"3 - UTM10x10 + Elevation",1220,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"483","T-P11664",1700,"Geranio robertiani-Caryolophetum sempervirentis",710,"Balloto-Conion maculati","R55","S",4.5,15,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"484","T-P11671",1707,"Carduo carpetani-Onopordetum acanthii",717,"Arction lappae","V38","",NA,20,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020,"Carduo carpetani-Cirsion odontolepidis","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"485","T-P11683",1719,"Sisymbrio officinalis-Hordeetum murini",720,"Balloto-Conion maculati","R36","",NA,7,"1988",-5.698714819,42.87313904,"3 - UTM10x10 + Elevation",1100,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"486","T-P11691",1727,"Sisymbrio officinalis-Hordeetum murini",728,"Arction lappae","V37","",NA,20,"1988",-5.630301604,42.81890376,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"487","T-P11759",1728,"Omphalodo nitidae-Linarietum triornithophorae",511759,"Alliarienion petiolatae","R55","NE",4.5,40,"1988",-5.64958227,42.9265137,"3 - UTM10x10 + Elevation",1190,"Linarion triornithophorae","Trifolio-Geranietea sanguinei",0,"Epilobietea angustifolii"
"488","T-P11856",1744,"Sisymbrio officinalis-Hordeetum murini",730,"Arction lappae","V37","",NA,2,"1988",-6.435897193,42.87678161,"3 - UTM10x10 + Elevation",900,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"489","T-P11858",1746,"Sisymbrio officinalis-Hordeetum murini",732,"Arction lappae","V37","",NA,20,"1988",-5.612890353,42.81209893,"3 - UTM10x10 + Elevation",1000,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"490","T-P11860",1748,"Sisymbrio officinalis-Hordeetum murini",734,"Arction lappae","V37","",NA,5,"1988",-5.16733654,42.87183135,"3 - UTM10x10 + Elevation",980,"Sisymbrion officinalis","Sisymbrietea",1,"Epilobietea angustifolii"
"491","T-P11870",1750,"Galio aparines-Conietum maculati",736,"Arction lappae","V38","",NA,20,"1988",-6.351889004,42.9531083,"3 - UTM10x10 + Elevation",1000,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"492","T-P11871",1751,"Galio aparines-Conietum maculati",737,"Arction lappae","V39","",NA,25,"1988",-6.214149866,42.94445721,"3 - UTM10x10 + Elevation",1270,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"493","T-P11872",1752,"Galio aparines-Conietum maculati",738,"Balloto-Conion maculati","V39","",NA,50,"1988",-5.701858365,42.94510076,"3 - UTM10x10 + Elevation",1200,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"494","T-P11873",1753,"Galio aparines-Conietum maculati",739,"Arction lappae","V39","",NA,5,"1988",-5.649793715,42.87428253,"3 - UTM10x10 + Elevation",1090,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"495","T-P11874",1754,"Galio aparines-Conietum maculati",740,"Arction lappae","V38","",NA,20,"1988",-6.754270027,42.59485171,"3 - UTM10x10 + Elevation",540,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"496","T-P11875",1755,"Urtico dioicae-Sambucetum ebuli",741,"Balloto-Conion maculati","R57","",NA,12,"1988",-6.35884046,42.94570107,"3 - UTM10x10 + Elevation",1000,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"497","T-P11876",1756,"Urtico dioicae-Sambucetum ebuli",742,"Balloto-Conion maculati","R57","",NA,10,"1988",-6.216775309,42.99480644,"3 - UTM10x10 + Elevation",1440,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"498","T-P11877",1757,"Urtico dioicae-Sambucetum ebuli",743,"Balloto-Conion maculati","R57","",NA,5,"1988",-6.267710828,42.93753672,"3 - UTM10x10 + Elevation",1030,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"499","T-P11878",1758,"Urtico dioicae-Sambucetum ebuli",744,"Balloto-Conion maculati","R57","",NA,20,"1988",-5.748352093,42.88816549,"3 - UTM10x10 + Elevation",1200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"500","T-P11879",1759,"Urtico dioicae-Sambucetum ebuli",745,"Balloto-Conion maculati","R57","",NA,10,"1988",-5.689243528,42.88056569,"3 - UTM10x10 + Elevation",1140,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"501","T-P11880",1760,"Senecioni duriaei-Chenopodietum boni-henrici",746,"Alliarienion petiolatae","V39","",NA,5,"1988",-4.921009463,42.90324582,"3 - UTM10x10 + Elevation",1400,"Arction lappae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"502","T-P11883",1763,"Senecioni duriaei-Chenopodietum boni-henrici",749,"Balloto-Conion maculati","V39","",NA,8,"1988",-4.824177325,43.02549475,"3 - UTM10x10 + Elevation",1380,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"503","T-P11884",1764,"Geranio robertiani-Caryolophetum sempervirentis",750,"Balloto-Conion maculati","R55","",NA,40,"1988",-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"504","T-P11885",1765,"Geranio robertiani-Caryolophetum sempervirentis",751,"Balloto-Conion maculati","+","",NA,20,"1988",-4.880533711,42.94173846,"3 - UTM10x10 + Elevation",1250,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"505","T-P11886",1766,"Geranio robertiani-Caryolophetum sempervirentis",752,"Alliarienion petiolatae","R55","",NA,12,"1988",-5.583514501,42.98745447,"3 - UTM10x10 + Elevation",1260,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"506","T-P11888",1767,"Geranio robertiani-Caryolophetum sempervirentis",753,"Balloto-Conion maculati","R55","",NA,40,"1988",-5.503423208,42.82715264,"3 - UTM10x10 + Elevation",1030,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"507","T-P11889",1768,"Geranio robertiani-Caryolophetum sempervirentis",754,"Alliarienion petiolatae","R55","",NA,40,"1988",-5.688575971,42.97782968,"3 - UTM10x10 + Elevation",1240,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"508","T-P11890",1769,"Geranio robertiani-Caryolophetum sempervirentis",755,"Alliarienion petiolatae","V39","",NA,10,"1988",-4.888793567,42.89117522,"3 - UTM10x10 + Elevation",1370,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"509","T-P12037",1798,"Urtico dioicae-Sambucetum ebuli",779,"Balloto-Conion maculati","R57","",NA,20,"1988",-3.16055042,43.28305254,"3 - UTM10x10 + Elevation",150,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"510","T-P12038",1799,"Urtico dioicae-Sambucetum ebuli",780,"Balloto-Conion maculati","R57","",NA,20,"1988",-3.13099271,43.29389577,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"511","T-P12039",1800,"Urtico dioicae-Sambucetum ebuli",781,"Balloto-Conion maculati","R55","",NA,15,"1988",-3.108806287,43.29571995,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"512","T-P12040",1801,"Urtico dioicae-Sambucetum ebuli",782,"Balloto-Conion maculati","R57","",NA,20,"1988",-3.054595502,43.33177705,"3 - UTM10x10 + Elevation",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"513","T-P12041",1802,"Urtico dioicae-Sambucetum ebuli",783,"Balloto-Conion maculati","V","",NA,15,"1988",-3.251542666,43.2306615,"3 - UTM10x10 + Elevation",400,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"514","T-P12042",1803,"Urtico dioicae-Sambucetum ebuli",784,"Balloto-Conion maculati","R57","",NA,15,"1988",-2.988015868,43.17510784,"3 - UTM10x10 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"515","T-P12043",1804,"Urtico dioicae-Sambucetum ebuli",785,"Balloto-Conion maculati","R","",NA,15,"1988",-2.985541955,43.23093713,"3 - UTM10x10 + Elevation",200,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"516","T-P12268",1836,"Chenopodio boni-henrici-Senecietum durieui",786,"Balloto-Conion maculati","V39","",NA,10,"1988",-6.230343729,43.0196353,"3 - UTM10x10 + Elevation",1480,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"517","T-P12269",1837,"Chenopodio boni-henrici-Senecietum durieui",2059,"Balloto-Conion maculati","V35","",NA,10,"1988",-6.243923613,43.0444621,"3 - UTM10x10 + Elevation",1300,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"518","T-P12270",1838,"Chenopodio boni-henrici-Senecietum durieui",2060,"Balloto-Conion maculati","V35","",NA,10,"1988",-6.213856679,42.98588442,"3 - UTM10x10 + Elevation",1350,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"519","T-P12271",1839,"Chenopodio boni-henrici-Senecietum durieui",787,"Balloto-Conion maculati","H25","",NA,6,"1988",-6.402625935,42.98402406,"3 - UTM10x10 + Elevation",1520,"Arction lappae","Epilobietea angustifolii",1,"Epilobietea angustifolii"
