"SIVIMID","CANTEUNIS","ESEUNIS","Sintaxon","Twinspan","Semisupervised","Order","Class","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"U-P12302","Q61Z","Q51","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",100,2006,-7.895488648,42.35362725,"1 - UTM1x1 + Elevation",95,"",0
"U-P12295","Q61Z","R","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",8,2006,-8.308758679,42.10112206,"1 - UTM1x1 + Elevation",35,"",5
"U-P12308","Q61Z","Q51","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,2006,-7.851381053,42.34830404,"1 - UTM1x1 + Elevation",100,"",5
"R-P14890","Q61Z","V15","Xanthio italici-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,2004,-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",390,"",NA
"U-P12293","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",8,2006,-8.23690587,42.13864329,"1 - UTM1x1 + Elevation",40,"",0
"T-P07935","Q61Z","V15","Xanthio-Polygonetum persicariae","Spergulo arvensis-Erodion cicutariae","Bidention tripartitae","Bidentetalia","Bidentetea",30,1999,-1.632632329,42.93281139,"1 - UTM1x1 + Elevation",520,"",NA
"T-P07941","Q61Z","V15","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",30,1999,-1.613081875,42.8209131,"1 - UTM1x1 + Elevation",420,"",NA
"U-P12294","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,2006,-8.29264769,42.11087102,"1 - UTM1x1 + Elevation",35,"",10
"U-P12318","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",80,2006,-8.732723129,42.90704323,"1 - UTM1x1 + Elevation",145,"",5
"U-P12328","Q61Z","C35a","Filaginello uliginosae-Bidentetum tripartitae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",25,2006,-8.945911905,42.98434854,"1 - UTM1x1 + Elevation",280,"",0
"U-P12316","Q61Z","R36","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,2006,-7.863751698,42.03626869,"1 - UTM1x1 + Elevation",600,"",5
"U-P12301","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",25,2006,-8.4523126,42.08356845,"1 - UTM1x1 + Elevation",25,"",30
"U-P12303","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",40,2006,-8.206457899,42.14735807,"2 - UTM1x1 + Centroid",50,"",NA
"T-P07949","Q61Z","V15","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,1999,NA,NA,"5 - UTMs missing from DEM",330,"",NA
"U-P12297","Q61Z","C35e","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",6,2006,-8.449905444,42.08368313,"1 - UTM1x1 + Elevation",25,"",45
"U-P12322","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",25,2006,-7.348977197,42.4549398,"1 - UTM1x1 + Elevation",245,"",10
"U-P12298","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,2006,-8.490360048,42.07634755,"1 - UTM1x1 + Elevation",20,"",20
"U-P12330","Q61Z","C35a","Filaginello uliginosae-Bidentetum tripartitae","Spergulo arvensis-Erodion cicutariae","Bidention tripartitae","Bidentetalia","Bidentetea",40,2006,-7.612694662,42.79933794,"2 - UTM1x1 + Centroid",320,"",30
"T-P07943","Q61Z","V15","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",40,1999,NA,NA,"5 - UTMs missing from DEM",340,"",NA
"U-P12314","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",60,2006,-8.614620623,41.75884187,"3 - UTM10x10 + Elevation",10,"",0
"U-P12329","Q61Z","C35a","Filaginello uliginosae-Bidentetum tripartitae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",60,2006,-9.007429302,42.98652566,"1 - UTM1x1 + Elevation",275,"",5
"U-P12321","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,2006,-8.654818506,42.85871873,"1 - UTM1x1 + Elevation",45,"",NA
"U-P12324","Q61Z","C35a","Filaginello uliginosae-Bidentetum tripartitae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,2006,-7.826181572,42.05046298,"1 - UTM1x1 + Elevation",610,"",NA
"U-P12326","Q61Z","C35a","Filaginello uliginosae-Bidentetum tripartitae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",60,2006,-7.122302869,42.14999299,"1 - UTM1x1 + Elevation",650,"",NA
"T-P07953","Q61Z","V15","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",20,1999,NA,NA,"5 - UTMs missing from DEM",340,"",NA
"U-P12300","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",60,2006,-8.386858029,42.08126734,"1 - UTM1x1 + Elevation",30,"",NA
"R-P15005","Q61Z","V15","Polygono hydropiperis-Bidentetum tripartitae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,2004,-1.668885488,43.18357301,"1 - UTM1x1 + Elevation",120,"",NA
"U-P12320","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,2006,-8.145366263,42.29213397,"2 - UTM1x1 + Centroid",70,"",0
"T-P07948","Q61Z","C35a","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",50,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",370,"",NA
"U-P12299","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",10,2006,-8.532429364,42.05991731,"1 - UTM1x1 + Elevation",15,"",15
"Q-P09813","Q61Z","C35a","Bidenti tripartitae-Polygonetum lapathifolii","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",8,2000,-6.61857634,41.83535117,"4 - UTM10x10 + Centroid",530,"",NA
"U-P12319","Q61Z","C35a","Cypero eragrostidi-Bidentetum frondosae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",120,2006,-8.649374652,42.74556232,"1 - UTM1x1 + Elevation",5,"",0
"T-P07954","Q61Z","V15","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidention tripartitae","Bidentetalia","Bidentetea",30,1999,-1.608149638,42.82265427,"1 - UTM1x1 + Elevation",420,"",NA
"R-P24046",NA,"V38","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",4,1986,-6.80201604,42.33755677,"3 - UTM10x10 + Elevation",880,"S",10
"R-P24048",NA,"V37","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",2,1986,-6.809750844,42.30488424,"3 - UTM10x10 + Elevation",900,"S",20
"U-P00610",NA,"V38","Cirsio chodati-Carduetum carpetani","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",50,2002,-5.02411277,42.83483261,"2 - UTM1x1 + Centroid",1020,"",NA
"T-P12291",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",6,1988,-6.301255783,42.9689879,"3 - UTM10x10 + Elevation",1250,"",NA
"T-P02609",NA,"V38","Carduo carpetani-Onopordetum acanthii","Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1984,-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",880,"W",27
"R-P24049",NA,"V32","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",3,1986,-6.797320285,42.29989455,"3 - UTM10x10 + Elevation",1000,"W",10
"R-P24574",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",40,2012,-6.589108695,42.3498309,"2 - UTM1x1 + Centroid",730,"",NA
"T-P22337",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",200,1988,-5.265788485,43.01940179,"3 - UTM10x10 + Elevation",1170,"",NA
"T-P12292",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",15,1988,-6.428663491,42.87879954,"3 - UTM10x10 + Elevation",900,"",NA
"T-P22336",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",100,1988,-5.527993205,42.88964501,"3 - UTM10x10 + Elevation",1090,"",NA
"U-P16703",NA,"V38","Carduo nutantis-Cirsietum chodati","Balloto-Conion maculati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,2009,-5.171021446,43.04645238,"1 - UTM1x1 + Elevation",1240,"",NA
"T-P06651",NA,"V38","Carduo bourgeani-Silybetum mariani",NA,"Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",8,1995,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"",NA
"T-P22339",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",100,1988,-4.920854553,42.97708789,"3 - UTM10x10 + Elevation",1180,"",NA
"T-P02602",NA,"V38","Galio aparines-Conietum maculati","Balloto-Conion maculati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1984,-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000,"SE",45
"T-P22357",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",100,1988,-5.54690667,42.81358653,"3 - UTM10x10 + Elevation",1040,"",NA
"R-P24047",NA,"V32","Bromo diandri-Carduetum tenuiflori","Sisymbrion officinalis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",4,1986,-6.815516372,42.40013733,"3 - UTM10x10 + Elevation",680,"",NA
"S-P11152",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",20,1989,-4.491648089,42.97808482,"1 - UTM1x1 + Elevation",1110,"SW",5
"S-P19747",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",150,2001,-5.639464935,42.80428532,"3 - UTM10x10 + Elevation",950,"",NA
"T-P12289",NA,"V38","Carduo carpetani-Onopordetum acanthii","Balloto-Conion maculati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1988,-6.450663948,42.87813778,"3 - UTM10x10 + Elevation",900,"",NA
"T-P06652",NA,"V38","Carduo bourgeani-Silybetum mariani",NA,"Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",8,1995,-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",410,"",NA
"T-P06650",NA,"V38","Carduo bourgeani-Silybetum mariani",NA,"Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",30,1995,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",420,"",NA
"T-P12290",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1988,-6.214805593,42.95704458,"3 - UTM10x10 + Elevation",1250,"",NA
"U-P00611",NA,"V38","Comunidad de Carduus platypus subsp. platypus y Onopordum acanthium","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",50,2002,-5.149958132,42.8649553,"1 - UTM1x1 + Elevation",970,"",NA
"T-P15413",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",20,1986,-6.96301988,43.37986208,"4 - UTM10x10 + Centroid",1250,"",NA
"U-P00116",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",20,2001,-5.047365295,43.01991752,"1 - UTM1x1 + Elevation",1120,"",NA
"R-P12765",NA,"V38","Carduo bourgeani-Sylibetum mariani",NA,"Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1997,-3.139734232,42.80221172,"3 - UTM10x10 + Elevation",1000,"",NA
"U-P00117",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",12,2001,-5.097649652,43.05502502,"1 - UTM1x1 + Elevation",1175,"",NA
"T-P22363",NA,"V38","Carduo carpetani-Onopordetum acanthii","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",200,1988,-5.398788954,42.84200043,"3 - UTM10x10 + Elevation",1040,"",NA
"U-P00606",NA,"V38","Cirsio chodati-Carduetum carpetani","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",40,2002,-5.153281116,42.89010627,"1 - UTM1x1 + Elevation",990,"",NA
"T-P22333",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",200,1988,-4.979170824,42.8068027,"3 - UTM10x10 + Elevation",1070,"",NA
"U-P00607",NA,"V38","Cirsio chodati-Carduetum carpetani","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,2002,-5.095877856,42.93079304,"1 - UTM1x1 + Elevation",1030,"",NA
"T-P11671",NA,"V38","Carduo carpetani-Onopordetum acanthii","Balloto-Conion maculati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",20,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1020,"",NA
"T-P22362",NA,"V38","Carduo carpetani-Onopordetum acanthii","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",120,1988,-5.330723492,42.85421267,"3 - UTM10x10 + Elevation",960,"",NA
"T-P22359",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",150,1988,-5.627476499,42.80996401,"3 - UTM10x10 + Elevation",950,"",NA
"T-P11670",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",10,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"",NA
"S-P11153",NA,"V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",40,1989,-4.48941339,42.98711883,"2 - UTM1x1 + Centroid",1120,"",NA
"T-P22360",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",150,1988,-5.643608303,42.90143927,"3 - UTM10x10 + Elevation",1080,"",NA
"T-P22358",NA,"V38","Carduo carpetani-Onopordetum acanthii","Carduo carpetani-Cirsion odontolepidis","Carduo carpetani-Cirsion odontolepidis","Carthametalia lanati","Artemisietea vulgaris",100,1988,-5.681268868,42.75288732,"3 - UTM10x10 + Elevation",1120,"",NA
"T-P06631","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1995,-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980,"",NA
"U-P16705","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,2009,-5.141324671,43.03980847,"2 - UTM1x1 + Centroid",1180,"",NA
"R-P28997","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,2014,-3.698486559,43.11534549,"1 - UTM1x1 + Elevation",1130,"",NA
"U-P16702","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2009,-5.168504199,43.04469922,"1 - UTM1x1 + Elevation",1300,"N",2
"U-P16706","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2009,-5.167762967,43.09333777,"2 - UTM1x1 + Centroid",1260,"",NA
"T-P22332","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1988,-4.782988275,43.0441535,"3 - UTM10x10 + Elevation",1610,"",NA
"T-P06628","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1995,-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120,"",NA
"T-P06630","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",6,1995,-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800,"",NA
"U-P00114","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,2001,-5.140698815,43.02181098,"2 - UTM1x1 + Centroid",1300,"",NA
"U-P16704","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",50,2009,-5.116788343,43.04026513,"2 - UTM1x1 + Centroid",1120,"N",15
"R-P28996","V38Y","V38","Carduo nutantis-Cirsietum richterani","Balloto-Conion maculati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,2014,-3.595207484,43.11232738,"2 - UTM1x1 + Centroid",820,"",NA
"T-P23969","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",5,1982,-2.490334808,42.95245112,"3 - UTM10x10 + Elevation",830,"",NA
"U-P00112","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2001,-5.023103985,43.10319149,"1 - UTM1x1 + Elevation",1280,"",NA
"U-P00113","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,2001,-5.152963185,43.02158083,"1 - UTM1x1 + Elevation",1560,"",NA
"S-P11150","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1989,-4.391517645,42.99735599,"2 - UTM1x1 + Centroid",1300,"N",10
"U-P00111","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",3,2001,-5.018637393,43.04203918,"2 - UTM1x1 + Centroid",1160,"",NA
"U-P00106","V38Y","R","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2001,-5.235996238,43.07761704,"1 - UTM1x1 + Elevation",1625,"",NA
"T-P22335","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",200,1988,-4.971931033,42.96361238,"3 - UTM10x10 + Elevation",1090,"",NA
"Q-P08765","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1990,-4.69316451,42.81319133,"3 - UTM10x10 + Elevation",1080,"",NA
"T-P22328","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",70,1988,-5.47624805,42.94300328,"3 - UTM10x10 + Elevation",1390,"",NA
"Q-P08764","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1990,-4.527275081,42.83173387,"3 - UTM10x10 + Elevation",1100,"",NA
"U-P00609","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",40,2002,-5.038905037,42.83817203,"1 - UTM1x1 + Elevation",1140,"",NA
"T-P22334","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",120,1988,-4.82246974,43.05073515,"3 - UTM10x10 + Elevation",1280,"",NA
"S-P11156","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,1989,-4.485400983,42.92233541,"1 - UTM1x1 + Elevation",1080,"",NA
"S-P11159","V38Y","V38","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1989,-4.449034093,43.04346739,"1 - UTM1x1 + Elevation",1340,"",NA
"S-P11154","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",90,1989,-4.38515655,42.93259749,"1 - UTM1x1 + Elevation",1400,"",NA
"T-P22327","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",70,1988,-5.332825473,42.90999906,"3 - UTM10x10 + Elevation",1320,"",NA
"U-P00108","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",30,2001,-5.057537865,43.03054059,"1 - UTM1x1 + Elevation",1080,"",NA
"Q-P08763","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",10,1990,-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",970,"",NA
"Q-P08762","V38Y","V38","Comunidad de Cirsium richterianum","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1990,-4.543611372,42.89815216,"3 - UTM10x10 + Elevation",1070,"",NA
"S-P11157","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",30,1989,-4.385277639,42.93799902,"1 - UTM1x1 + Elevation",1540,"",NA
"T-P22340","V38Y","R","Carduo nutantis-Cirsietum chodati","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",100,1988,-5.219266299,43.09054916,"3 - UTM10x10 + Elevation",1510,"",NA
"T-P23967","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",5,1982,-1.973740791,43.05524401,"3 - UTM10x10 + Elevation",600,"",NA
"U-P00107","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2001,-5.240774929,43.07392172,"2 - UTM1x1 + Centroid",1515,"N",40
"R-P28999","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,2014,-3.506374025,43.07133235,"1 - UTM1x1 + Elevation",765,"",NA
"T-P22331","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",20,1988,-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1390,"",NA
"R-P29000","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",15,2014,-3.553176554,43.08552358,"1 - UTM1x1 + Elevation",780,"",NA
"T-P23966","V38Y","V38","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",3,1982,-2.070025906,43.02184821,"3 - UTM10x10 + Elevation",1100,"",NA
"T-P22326","V38Y","V38","Cirsio chodati-Carduetum carpetani","Cirsion richterano-chodati","Cirsion richterano-chodati","Onopordetalia acanthii","Artemisietea vulgaris",60,1988,-5.315636737,43.10484664,"3 - UTM10x10 + Elevation",1300,"",NA
